busIdx,pdPreRT,pdRT_ISO,pdRT_Actual,deltaPdRT,noisePd
108,0.000000,0.000000,0.000000,0.000000,0.000000
109,1.000000,1.150000,1.000000,0.150000,0.000000
110,1.000000,1.150000,1.000000,0.150000,0.000000
111,26.490000,30.463500,26.490000,3.973500,0.000000
112,0.000000,0.000000,0.000000,0.000000,0.000000
113,0.000000,0.000000,0.000000,0.000000,0.000000
114,0.000000,0.000000,0.000000,0.000000,0.000000
115,0.000000,0.000000,0.000000,0.000000,0.000000
116,0.000000,0.000000,0.000000,0.000000,0.000000
117,0.000000,0.000000,0.000000,0.000000,0.000000
118,0.000000,0.000000,0.000000,0.000000,0.000000
119,0.000000,0.000000,0.000000,0.000000,0.000000
120,0.000000,0.000000,0.000000,0.000000,0.000000
121,0.000000,0.000000,0.000000,0.000000,0.000000
122,0.000000,0.000000,0.000000,0.000000,0.000000
123,5.500000,6.325000,5.500000,0.825000,0.000000
124,8.790000,10.108500,8.790000,1.318500,0.000000
125,35.700000,35.709683,35.700000,0.009683,0.000000
126,25.280000,25.263417,25.280000,-0.016583,0.000000
127,25.710000,25.829491,25.710000,0.119491,0.000000
128,0.000000,0.000000,0.000000,0.000000,0.000000
129,0.000000,0.000000,0.000000,0.000000,0.000000
130,0.000000,0.000000,0.000000,0.000000,0.000000
131,68.670000,61.238058,68.670000,-7.431942,0.000000
132,33.000000,37.950000,33.000000,4.950000,0.000000
133,0.000000,0.000000,0.000000,0.000000,0.000000
134,0.000000,0.000000,0.000000,0.000000,0.000000
135,0.000000,0.000000,0.000000,0.000000,0.000000
136,0.000000,0.000000,0.000000,0.000000,0.000000
137,0.000000,0.000000,0.000000,0.000000,0.000000
138,0.000000,0.000000,0.000000,0.000000,0.000000
139,33.200000,38.180000,33.200000,4.980000,0.000000
140,29.230000,33.614500,29.230000,4.384500,0.000000
141,0.000000,0.000000,0.000000,0.000000,0.000000
142,0.000000,0.000000,0.000000,0.000000,0.000000
143,0.000000,0.000000,0.000000,0.000000,0.000000
144,0.000000,0.000000,0.000000,0.000000,0.000000
145,0.000000,0.000000,0.000000,0.000000,0.000000
146,0.000000,0.000000,0.000000,0.000000,0.000000
147,0.000000,0.000000,0.000000,0.000000,0.000000
148,0.000000,0.000000,0.000000,0.000000,0.000000
149,0.000000,0.000000,0.000000,0.000000,0.000000
150,0.000000,0.000000,0.000000,0.000000,0.000000
151,0.000000,0.000000,0.000000,0.000000,0.000000
152,0.000000,0.000000,0.000000,0.000000,0.000000
153,0.000000,0.000000,0.000000,0.000000,0.000000
154,0.000000,0.000000,0.000000,0.000000,0.000000
155,0.000000,0.000000,0.000000,0.000000,0.000000
156,0.000000,0.000000,0.000000,0.000000,0.000000
157,0.000000,0.000000,0.000000,0.000000,0.000000
158,0.000000,0.000000,0.000000,0.000000,0.000000
159,0.000000,0.000000,0.000000,0.000000,0.000000
160,0.000000,0.000000,0.000000,0.000000,0.000000
161,0.000000,0.000000,0.000000,0.000000,0.000000
162,0.000000,0.000000,0.000000,0.000000,0.000000
163,0.000000,0.000000,0.000000,0.000000,0.000000
164,0.000000,0.000000,0.000000,0.000000,0.000000
165,0.000000,0.000000,0.000000,0.000000,0.000000
166,0.000000,0.000000,0.000000,0.000000,0.000000
167,0.000000,0.000000,0.000000,0.000000,0.000000
168,0.000000,0.000000,0.000000,0.000000,0.000000
169,0.000000,0.000000,0.000000,0.000000,0.000000
170,0.000000,0.000000,0.000000,0.000000,0.000000
171,0.000000,0.000000,0.000000,0.000000,0.000000
172,0.000000,0.000000,0.000000,0.000000,0.000000
173,0.000000,0.000000,0.000000,0.000000,0.000000
174,0.000000,0.000000,0.000000,0.000000,0.000000
175,0.000000,0.000000,0.000000,0.000000,0.000000
176,0.000000,0.000000,0.000000,0.000000,0.000000
177,0.000000,0.000000,0.000000,0.000000,0.000000
178,0.000000,0.000000,0.000000,0.000000,0.000000
179,0.000000,0.000000,0.000000,0.000000,0.000000
180,339.850000,390.827500,339.850000,50.977500,0.000000
181,0.000000,0.000000,0.000000,0.000000,0.000000
182,0.000000,0.000000,0.000000,0.000000,0.000000
183,150.000000,172.500000,150.000000,22.500000,0.000000
184,317.340000,316.783871,317.340000,-0.556129,0.000000
185,362.430000,416.794500,362.430000,54.364500,0.000000
186,33.330000,33.330000,33.330000,0.000000,0.000000
187,7.120000,6.052000,7.120000,-1.068000,0.000000
188,7.630000,7.404330,7.630000,-0.225670,0.000000
189,9.770000,8.304500,9.770000,-1.465500,0.000000
190,6.120000,7.038000,6.120000,0.918000,0.000000
191,6.120000,6.120000,6.120000,0.000000,0.000000
192,30.560000,35.144000,30.560000,4.584000,0.000000
193,15.280000,17.572000,15.280000,2.292000,0.000000
194,0.000000,0.000000,0.000000,0.000000,0.000000
195,8.140000,6.919000,8.140000,-1.221000,0.000000
196,6.920000,6.920000,6.920000,0.000000,0.000000
197,6.920000,6.920000,6.920000,0.000000,0.000000
198,12.320000,10.472000,12.320000,-1.848000,0.000000
199,1.430000,1.430000,1.430000,0.000000,0.000000
200,1.080000,1.242000,1.080000,0.162000,0.000000
201,5.610000,5.610000,5.610000,0.000000,0.000000
202,18.340000,21.091000,18.340000,2.751000,0.000000
203,11.100000,12.765000,11.100000,1.665000,0.000000
204,0.000000,0.000000,0.000000,0.000000,0.000000
205,6.920000,6.920000,6.920000,0.000000,0.000000
206,11.200000,9.520000,11.200000,-1.680000,0.000000
207,7.320000,6.817822,7.320000,-0.502178,0.000000
208,7.320000,7.320000,7.320000,0.000000,0.000000
209,9.360000,7.956000,9.360000,-1.404000,0.000000
210,15.180000,15.180000,15.180000,0.000000,0.000000
211,8.750000,7.437500,8.750000,-1.312500,0.000000
212,10.180000,8.653000,10.180000,-1.527000,0.000000
213,2.040000,1.734000,2.040000,-0.306000,0.000000
214,12.020000,13.678720,12.020000,1.658720,0.000000
215,6.920000,6.920000,6.920000,0.000000,0.000000
216,8.850000,10.177500,8.850000,1.327500,0.000000
217,1.940000,2.231000,1.940000,0.291000,0.000000
218,12.220000,13.973940,12.220000,1.753940,0.000000
219,2.550000,2.932500,2.550000,0.382500,0.000000
220,2.550000,2.932500,2.550000,0.382500,0.000000
221,4.080000,4.080000,4.080000,0.000000,0.000000
222,6.530000,7.509500,6.530000,0.979500,0.000000
223,18.650000,15.852500,18.650000,-2.797500,0.000000
224,19.860000,16.881000,19.860000,-2.979000,0.000000
225,17.300000,17.300000,17.300000,0.000000,0.000000
226,24.440000,21.825238,24.440000,-2.614762,0.000000
227,5.610000,5.610000,5.610000,0.000000,0.000000
228,11.400000,11.046391,11.400000,-0.353609,0.000000
229,11.000000,11.000000,11.000000,0.000000,0.000000
230,7.630000,7.630000,7.630000,0.000000,0.000000
231,7.940000,9.131000,7.940000,1.191000,0.000000
232,7.940000,6.749000,7.940000,-1.191000,0.000000
233,1.840000,1.564000,1.840000,-0.276000,0.000000
234,33.460000,31.706124,33.460000,-1.753876,0.000000
235,33.760000,28.696000,33.760000,-5.064000,0.000000
236,1.020000,0.867000,1.020000,-0.153000,0.000000
237,13.950000,16.042500,13.950000,2.092500,0.000000
238,9.980000,11.477000,9.980000,1.497000,0.000000
239,15.280000,17.572000,15.280000,2.292000,0.000000
240,11.200000,11.200000,11.200000,0.000000,0.000000
241,10.180000,8.653000,10.180000,-1.527000,0.000000
242,1.220000,1.403000,1.220000,0.183000,0.000000
243,0.000000,0.000000,0.000000,0.000000,0.000000
244,1.020000,1.173000,1.020000,0.153000,0.000000
245,12.120000,13.618404,12.120000,1.498404,0.000000
246,8.140000,9.361000,8.140000,1.221000,0.000000
247,11.200000,11.200000,11.200000,0.000000,0.000000
248,3.060000,3.519000,3.060000,0.459000,0.000000
249,9.160000,10.534000,9.160000,1.374000,0.000000
250,27.710000,31.866500,27.710000,4.156500,0.000000
251,21.380000,23.576984,21.380000,2.196984,0.000000
252,21.380000,21.380000,21.380000,0.000000,0.000000
253,14.870000,14.870000,14.870000,0.000000,0.000000
254,19.860000,19.724890,19.860000,-0.135110,0.000000
255,10.180000,10.746649,10.180000,0.566649,0.000000
256,5.610000,6.451500,5.610000,0.841500,0.000000
257,7.120000,6.052000,7.120000,-1.068000,0.000000
258,4.080000,4.080000,4.080000,0.000000,0.000000
259,20.870000,24.000500,20.870000,3.130500,0.000000
260,10.690000,12.293500,10.690000,1.603500,0.000000
261,7.940000,7.940000,7.940000,0.000000,0.000000
262,0.200000,0.230000,0.200000,0.030000,0.000000
263,5.300000,4.505000,5.300000,-0.795000,0.000000
264,12.220000,14.053000,12.220000,1.833000,0.000000
265,12.220000,12.220000,12.220000,0.000000,0.000000
266,8.340000,8.060210,8.340000,-0.279790,0.000000
267,10.380000,10.380000,10.380000,0.000000,0.000000
268,14.870000,14.870000,14.870000,0.000000,0.000000
269,15.280000,17.572000,15.280000,2.292000,0.000000
270,3.670000,3.697755,3.670000,0.027755,0.000000
271,3.670000,3.670000,3.670000,0.000000,0.000000
272,9.260000,9.260000,9.260000,0.000000,0.000000
273,12.930000,12.930000,12.930000,0.000000,0.000000
274,25.670000,25.670000,25.670000,0.000000,0.000000
275,23.220000,23.220000,23.220000,0.000000,0.000000
276,14.260000,14.260000,14.260000,0.000000,0.000000
277,52.140000,52.140000,52.140000,0.000000,0.000000
278,24.950000,24.950000,24.950000,0.000000,0.000000
279,24.950000,24.950000,24.950000,0.000000,0.000000
280,0.000000,0.000000,0.000000,0.000000,0.000000
281,30.660000,30.660000,30.660000,0.000000,0.000000
282,13.140000,13.140000,13.140000,0.000000,0.000000
283,17.020000,17.020000,17.020000,0.000000,0.000000
284,2.550000,2.932500,2.550000,0.382500,0.000000
285,8.140000,6.919000,8.140000,-1.221000,0.000000
286,29.750000,25.287500,29.750000,-4.462500,0.000000
287,12.220000,10.387000,12.220000,-1.833000,0.000000
288,13.140000,13.140000,13.140000,0.000000,0.000000
289,21.280000,21.280000,21.280000,0.000000,0.000000
290,17.320000,19.918000,17.320000,2.598000,0.000000
291,16.810000,16.810000,16.810000,0.000000,0.000000
292,17.320000,17.320000,17.320000,0.000000,0.000000
293,7.430000,7.430000,7.430000,0.000000,0.000000
294,15.280000,17.572000,15.280000,2.292000,0.000000
295,21.280000,24.472000,21.280000,3.192000,0.000000
296,17.630000,17.630000,17.630000,0.000000,0.000000
297,8.550000,8.550000,8.550000,0.000000,0.000000
298,7.020000,7.020000,7.020000,0.000000,0.000000
299,48.060000,48.060000,48.060000,0.000000,0.000000
300,21.380000,18.173000,21.380000,-3.207000,0.000000
301,6.220000,6.220000,6.220000,0.000000,0.000000
302,6.120000,7.038000,6.120000,0.918000,0.000000
303,6.320000,6.320000,6.320000,0.000000,0.000000
304,17.830000,17.898109,17.830000,0.068109,0.000000
305,7.530000,6.400500,7.530000,-1.129500,0.000000
306,21.380000,24.587000,21.380000,3.207000,0.000000
307,18.340000,15.589000,18.340000,-2.751000,0.000000
308,5.100000,5.865000,5.100000,0.765000,0.000000
309,0.000000,0.000000,0.000000,0.000000,0.000000
310,0.000000,0.000000,0.000000,0.000000,0.000000
311,32.400000,27.540000,32.400000,-4.860000,0.000000
312,0.000000,0.000000,0.000000,0.000000,0.000000
313,7.120000,7.120000,7.120000,0.000000,0.000000
314,7.730000,6.570500,7.730000,-1.159500,0.000000
315,9.470000,8.049500,9.470000,-1.420500,0.000000
316,16.200000,16.200000,16.200000,0.000000,0.000000
317,7.120000,6.052000,7.120000,-1.068000,0.000000
318,6.120000,5.202000,6.120000,-0.918000,0.000000
319,0.810000,0.810000,0.810000,0.000000,0.000000
320,7.120000,8.188000,7.120000,1.068000,0.000000
321,0.000000,0.000000,0.000000,0.000000,0.000000
322,0.000000,0.000000,0.000000,0.000000,0.000000
323,9.980000,8.483000,9.980000,-1.497000,0.000000
324,11.200000,12.880000,11.200000,1.680000,0.000000
325,13.650000,15.697500,13.650000,2.047500,0.000000
326,6.620000,6.620000,6.620000,0.000000,0.000000
327,4.080000,4.692000,4.080000,0.612000,0.000000
328,45.830000,52.704500,45.830000,6.874500,0.000000
329,45.830000,49.772620,45.830000,3.942620,0.000000
330,48.360000,55.614000,48.360000,7.254000,0.000000
331,48.360000,41.106000,48.360000,-7.254000,0.000000
332,0.000000,0.000000,0.000000,0.000000,0.000000
333,9.470000,8.049500,9.470000,-1.420500,0.000000
334,16.810000,14.288500,16.810000,-2.521500,0.000000
335,4.080000,4.080000,4.080000,0.000000,0.000000
336,0.000000,0.000000,0.000000,0.000000,0.000000
337,17.830000,15.155500,17.830000,-2.674500,0.000000
338,2.550000,2.932500,2.550000,0.382500,0.000000
339,3.980000,4.005630,3.980000,0.025630,0.000000
340,11.200000,10.633944,11.200000,-0.566056,0.000000
341,11.000000,9.350000,11.000000,-1.650000,0.000000
342,16.300000,16.300000,16.300000,0.000000,0.000000
343,1.020000,0.867000,1.020000,-0.153000,0.000000
344,13.240000,15.226000,13.240000,1.986000,0.000000
345,17.730000,15.070500,17.730000,-2.659500,0.000000
346,18.340000,21.091000,18.340000,2.751000,0.000000
347,8.140000,9.361000,8.140000,1.221000,0.000000
348,2.040000,2.346000,2.040000,0.306000,0.000000
349,20.370000,23.425500,20.370000,3.055500,0.000000
350,19.670000,19.670000,19.670000,0.000000,0.000000
351,18.040000,15.334000,18.040000,-2.706000,0.000000
352,14.670000,14.720427,14.670000,0.050427,0.000000
353,10.180000,10.230427,10.180000,0.050427,0.000000
354,2.040000,2.346000,2.040000,0.306000,0.000000
355,0.000000,0.000000,0.000000,0.000000,0.000000
356,2.960000,2.516000,2.960000,-0.444000,0.000000
357,2.040000,2.346000,2.040000,0.306000,0.000000
358,6.920000,6.920000,6.920000,0.000000,0.000000
359,3.570000,4.105500,3.570000,0.535500,0.000000
360,3.570000,3.034500,3.570000,-0.535500,0.000000
361,0.000000,0.000000,0.000000,0.000000,0.000000
362,0.000000,0.000000,0.000000,0.000000,0.000000
363,6.120000,5.202000,6.120000,-0.918000,0.000000
364,2.550000,2.550000,2.550000,0.000000,0.000000
365,33.610000,28.568500,33.610000,-5.041500,0.000000
366,34.620000,29.427000,34.620000,-5.193000,0.000000
367,12.020000,11.355897,12.020000,-0.664103,0.000000
368,10.180000,9.525809,10.180000,-0.654191,0.000000
369,11.200000,11.200000,11.200000,0.000000,0.000000
370,14.570000,14.407054,14.570000,-0.162946,0.000000
371,16.810000,19.331500,16.810000,2.521500,0.000000
372,12.830000,10.905500,12.830000,-1.924500,0.000000
373,2.240000,2.576000,2.240000,0.336000,0.000000
374,0.000000,0.000000,0.000000,0.000000,0.000000
375,0.000000,0.000000,0.000000,0.000000,0.000000
376,25.160000,25.717063,25.160000,0.557063,0.000000
377,9.160000,7.786000,9.160000,-1.374000,0.000000
378,9.570000,11.005500,9.570000,1.435500,0.000000
379,24.950000,21.207500,24.950000,-3.742500,0.000000
380,7.630000,7.630000,7.630000,0.000000,0.000000
381,10.380000,8.823000,10.380000,-1.557000,0.000000
382,8.140000,6.919000,8.140000,-1.221000,0.000000
383,22.400000,19.040000,22.400000,-3.360000,0.000000
384,14.260000,12.121000,14.260000,-2.139000,0.000000
385,21.890000,18.606500,21.890000,-3.283500,0.000000
386,12.730000,10.820500,12.730000,-1.909500,0.000000
387,14.870000,12.639500,14.870000,-2.230500,0.000000
388,17.830000,15.155500,17.830000,-2.674500,0.000000
389,11.200000,9.520000,11.200000,-1.680000,0.000000
390,12.020000,12.020000,12.020000,0.000000,0.000000
391,5.200000,5.200000,5.200000,0.000000,0.000000
392,11.400000,11.400000,11.400000,0.000000,0.000000
393,8.750000,10.062500,8.750000,1.312500,0.000000
394,11.710000,13.466500,11.710000,1.756500,0.000000
395,23.420000,26.933000,23.420000,3.513000,0.000000
396,9.060000,9.060000,9.060000,0.000000,0.000000
397,4.180000,4.807000,4.180000,0.627000,0.000000
398,9.160000,7.786000,9.160000,-1.374000,0.000000
399,9.260000,9.251282,9.260000,-0.008718,0.000000
400,9.160000,9.160000,9.160000,0.000000,0.000000
401,12.220000,12.220000,12.220000,0.000000,0.000000
402,4.280000,3.638000,4.280000,-0.642000,0.000000
403,4.080000,4.080000,4.080000,0.000000,0.000000
404,12.020000,12.020000,12.020000,0.000000,0.000000
405,5.410000,5.410000,5.410000,0.000000,0.000000
406,9.060000,9.060000,9.060000,0.000000,0.000000
407,20.110000,20.110000,20.110000,0.000000,0.000000
408,8.850000,7.522500,8.850000,-1.327500,0.000000
409,7.120000,8.188000,7.120000,1.068000,0.000000
410,9.470000,9.470000,9.470000,0.000000,0.000000
411,18.850000,16.022500,18.850000,-2.827500,0.000000
412,7.630000,6.485500,7.630000,-1.144500,0.000000
413,20.770000,17.654500,20.770000,-3.115500,0.000000
414,5.100000,5.100000,5.100000,0.000000,0.000000
415,5.920000,5.032000,5.920000,-0.888000,0.000000
416,20.870000,17.739500,20.870000,-3.130500,0.000000
417,2.650000,2.677915,2.650000,0.027915,0.000000
418,13.750000,15.812500,13.750000,2.062500,0.000000
419,14.770000,14.770000,14.770000,0.000000,0.000000
420,22.300000,18.955000,22.300000,-3.345000,0.000000
421,14.260000,13.995464,14.260000,-0.264536,0.000000
422,14.260000,14.260000,14.260000,0.000000,0.000000
423,18.340000,15.589000,18.340000,-2.751000,0.000000
424,12.630000,10.735500,12.630000,-1.894500,0.000000
425,33.920000,29.298841,33.920000,-4.621159,0.000000
426,16.810000,14.288500,16.810000,-2.521500,0.000000
427,18.040000,18.040000,18.040000,0.000000,0.000000
428,17.830000,20.504500,17.830000,2.674500,0.000000
429,12.320000,12.320000,12.320000,0.000000,0.000000
430,6.530000,5.550500,6.530000,-0.979500,0.000000
431,6.220000,6.220000,6.220000,0.000000,0.000000
432,3.370000,2.864500,3.370000,-0.505500,0.000000
433,5.200000,5.200000,5.200000,0.000000,0.000000
434,20.370000,20.370000,20.370000,0.000000,0.000000
435,0.610000,0.518500,0.610000,-0.091500,0.000000
436,0.510000,0.586500,0.510000,0.076500,0.000000
437,10.180000,11.593553,10.180000,1.413553,0.000000
438,6.220000,7.153000,6.220000,0.933000,0.000000
439,2.650000,2.650000,2.650000,0.000000,0.000000
440,15.790000,18.158500,15.790000,2.368500,0.000000
441,16.610000,16.610000,16.610000,0.000000,0.000000
442,4.900000,4.165000,4.900000,-0.735000,0.000000
443,13.750000,11.687500,13.750000,-2.062500,0.000000
444,16.100000,16.100000,16.100000,0.000000,0.000000
445,14.770000,14.770000,14.770000,0.000000,0.000000
446,14.980000,14.980000,14.980000,0.000000,0.000000
447,4.080000,4.692000,4.080000,0.612000,0.000000
448,4.790000,5.508500,4.790000,0.718500,0.000000
449,0.000000,0.000000,0.000000,0.000000,0.000000
450,0.000000,0.000000,0.000000,0.000000,0.000000
451,9.160000,7.786000,9.160000,-1.374000,0.000000
452,4.080000,3.468000,4.080000,-0.612000,0.000000
453,9.160000,10.534000,9.160000,1.374000,0.000000
454,21.380000,18.173000,21.380000,-3.207000,0.000000
455,30.560000,25.976000,30.560000,-4.584000,0.000000
456,27.500000,23.375000,27.500000,-4.125000,0.000000
457,28.520000,24.242000,28.520000,-4.278000,0.000000
458,7.120000,6.052000,7.120000,-1.068000,0.000000
459,7.120000,8.188000,7.120000,1.068000,0.000000
460,10.790000,9.171500,10.790000,-1.618500,0.000000
461,21.380000,18.173000,21.380000,-3.207000,0.000000
462,39.720000,33.762000,39.720000,-5.958000,0.000000
463,27.500000,23.375000,27.500000,-4.125000,0.000000
464,21.380000,18.173000,21.380000,-3.207000,0.000000
465,23.420000,19.907000,23.420000,-3.513000,0.000000
466,7.120000,7.120000,7.120000,0.000000,0.000000
467,61.090000,51.926500,61.090000,-9.163500,0.000000
468,30.560000,25.976000,30.560000,-4.584000,0.000000
469,7.630000,8.774500,7.630000,1.144500,0.000000
470,0.000000,0.000000,0.000000,0.000000,0.000000
471,20.170000,20.298255,20.170000,0.128255,0.000000
472,3.570000,3.570000,3.570000,0.000000,0.000000
473,4.080000,3.468000,4.080000,-0.612000,0.000000
474,4.080000,4.692000,4.080000,0.612000,0.000000
475,22.400000,19.040000,22.400000,-3.360000,0.000000
476,9.160000,7.786000,9.160000,-1.374000,0.000000
477,9.160000,7.786000,9.160000,-1.374000,0.000000
478,24.440000,20.774000,24.440000,-3.666000,0.000000
479,15.280000,12.988000,15.280000,-2.292000,0.000000
480,10.180000,8.653000,10.180000,-1.527000,0.000000
481,18.850000,16.022500,18.850000,-2.827500,0.000000
482,31.070000,29.808961,31.070000,-1.261039,0.000000
483,36.660000,31.161000,36.660000,-5.499000,0.000000
484,14.260000,12.121000,14.260000,-2.139000,0.000000
485,46.840000,39.814000,46.840000,-7.026000,0.000000
486,11.200000,12.880000,11.200000,1.680000,0.000000
487,12.830000,10.905500,12.830000,-1.924500,0.000000
488,2.000000,1.700000,2.000000,-0.300000,0.000000
489,22.400000,25.760000,22.400000,3.360000,0.000000
490,18.340000,15.589000,18.340000,-2.751000,0.000000
491,36.660000,31.161000,36.660000,-5.499000,0.000000
492,10.180000,11.707000,10.180000,1.527000,0.000000
493,44.810000,51.531500,44.810000,6.721500,0.000000
494,38.700000,32.895000,38.700000,-5.805000,0.000000
495,11.200000,9.520000,11.200000,-1.680000,0.000000
496,12.220000,14.053000,12.220000,1.833000,0.000000
497,24.440000,20.774000,24.440000,-3.666000,0.000000
498,24.440000,20.774000,24.440000,-3.666000,0.000000
499,21.420000,18.207000,21.420000,-3.213000,0.000000
500,5.100000,5.865000,5.100000,0.765000,0.000000
501,52.950000,45.007500,52.950000,-7.942500,0.000000
502,40.740000,34.629000,40.740000,-6.111000,0.000000
503,18.340000,15.589000,18.340000,-2.751000,0.000000
504,26.480000,22.508000,26.480000,-3.972000,0.000000
505,27.500000,31.625000,27.500000,4.125000,0.000000
506,17.320000,14.722000,17.320000,-2.598000,0.000000
507,27.500000,31.625000,27.500000,4.125000,0.000000
508,31.580000,26.843000,31.580000,-4.737000,0.000000
509,16.400000,18.860000,16.400000,2.460000,0.000000
510,5.610000,5.610000,5.610000,0.000000,0.000000
