brcIdx,frmBusIdx,toBusIdx,x,rateA,pkPreRT,pkRT_ISO,pkPostRTSCED,pkPostRTACtual,pkPostRTVio
49,367,14,0.067980,160.000000,-88.098141,-87.434038,-85.147217,-85.811320,-74.188680
50,368,14,0.069010,160.000000,-57.698585,-57.044394,-49.791443,-50.445634,-109.554366
51,18,15,0.042620,1662.000000,482.352222,474.618224,664.498049,672.232046,-989.767954
52,15,165,0.024740,831.000000,405.975739,407.476667,567.084596,565.583668,-265.416332
53,374,15,0.061880,250.000000,-171.035048,-175.118607,-203.662206,-199.578647,-50.421353
54,16,18,0.025190,500.000000,118.111634,128.599734,-50.608264,-61.096363,-438.903637
55,16,73,0.062400,464.000000,78.457417,80.833171,64.379951,62.004197,-401.995803
56,17,18,0.025190,500.000000,184.092799,187.019296,5.067052,2.140555,-497.859445
57,17,74,0.064050,464.000000,127.985242,127.412179,113.129209,113.702273,-350.297727
58,20,18,0.007490,1427.000000,-184.777134,-180.055869,-356.782733,-361.503999,-1065.496001
59,75,18,0.023690,1434.000000,-80.788930,-85.443275,-163.931799,-159.277454,-1274.722546
60,18,76,0.016250,1662.000000,118.273327,125.144245,239.641480,232.770561,-1429.229439
61,18,101,0.027690,1662.000000,213.555449,219.739257,339.755669,333.571861,-1328.428139
62,124,19,0.123660,464.000000,102.597325,92.075636,28.945330,39.467020,-424.532980
63,425,19,0.068180,160.000000,-125.014703,-125.255124,-107.904778,-107.664357,-52.335643
64,67,20,0.034250,831.000000,-6.662546,-3.986630,-134.928581,-137.604496,-693.395504
65,447,20,0.061190,250.000000,-102.124962,-100.661973,-133.011066,-134.474055,-115.525945
66,448,20,0.061190,250.000000,-75.989626,-75.407265,-88.843087,-89.425447,-160.574553
67,502,21,0.071070,160.000000,-126.871784,-102.406369,-101.559439,-126.024854,-33.975146
68,112,22,0.026180,362.000000,5.172267,4.304693,-171.706902,-170.839327,-191.160673
69,526,22,0.069010,160.000000,-69.372049,-69.798467,-39.988754,-39.562336,-120.437664
70,527,22,0.069010,160.000000,-15.677926,-16.104345,9.635624,10.062042,-149.937958
71,37,23,0.070310,394.000000,-25.267104,-24.744234,-19.631154,-20.154024,-373.845976
72,46,23,0.048680,457.000000,37.238604,37.870858,7.090955,6.458700,-450.541300
73,53,23,0.065580,274.000000,80.816838,80.626279,107.988029,108.178588,-165.821412
74,540,23,0.066800,160.000000,-92.788338,-93.752903,-95.447829,-94.483264,-65.516736
75,54,24,0.057270,160.000000,53.208425,52.444596,49.833693,50.597523,-109.402477
76,545,24,0.067150,160.000000,-53.208425,-52.444596,-49.833693,-50.597523,-109.402477
77,41,25,0.041450,274.000000,89.006504,87.885397,96.703034,97.824141,-176.175859
78,53,25,0.033680,464.000000,-111.492518,-110.508198,-137.495874,-138.480193,-325.519807
79,54,25,0.001400,464.000000,81.193747,80.262333,95.887487,96.818901,-367.181099
80,564,25,0.078080,160.000000,-58.707733,-57.639532,-55.094647,-56.162848,-103.837152
81,38,26,0.051960,160.000000,69.259716,69.125867,71.600748,71.734596,-88.265404
82,568,26,0.066160,160.000000,-69.259716,-69.125867,-71.600748,-71.734596,-88.265404
83,28,27,0.000100,876.000000,76.735121,75.701518,102.556993,103.590596,-772.409404
84,33,27,0.014940,160.000000,-101.249495,-101.051328,-104.919243,-105.117410,-54.882590
85,48,27,0.062150,362.000000,-99.349251,-96.289729,-154.056352,-157.115874,-204.884126
86,27,74,0.072310,304.000000,-123.863625,-121.639539,-156.418602,-158.642688,-145.357312
87,47,28,0.017980,464.000000,-73.187744,-73.950898,-68.564620,-67.801466,-396.198534
88,28,88,0.081610,362.000000,-149.922865,-149.652415,-171.121613,-171.392062,-190.607938
89,30,29,0.000100,876.000000,-52.428748,-72.290840,-25.416199,-5.554106,-870.445894
90,29,32,0.020970,500.000000,-293.972048,-283.700066,-394.804397,-405.076380,-94.923620
91,45,29,0.040210,464.000000,-66.725510,-77.494653,-58.130259,-47.361117,-416.638883
92,48,29,0.042830,464.000000,-31.708962,-37.342680,-7.898139,-2.264421,-461.735579
93,613,29,0.067750,160.000000,-19.778479,-5.541698,-51.716906,-65.953687,-94.046313
94,46,30,0.040210,464.000000,-66.522296,-77.217018,-57.940591,-47.245869,-416.754131
95,49,30,0.045410,362.000000,-29.926452,-35.196822,-7.598608,-2.328237,-359.671763
96,32,31,0.000100,1593.000000,-609.059699,-605.731325,-721.494387,-724.822760,-868.177240
97,39,31,0.021440,1385.000000,42.766879,22.813687,102.616318,122.569510,-1262.430490
98,36,32,0.018900,498.000000,-315.087651,-322.031259,-326.689990,-319.746381,-178.253619
99,615,33,0.069460,160.000000,-101.249495,-101.051328,-104.919243,-105.117410,-54.882590
100,35,34,0.000100,1593.000000,-145.791968,-149.385885,-150.511337,-146.917419,-1446.082581
101,34,51,0.014060,1385.000000,-221.110708,-235.962483,-237.090395,-222.238621,-1162.761379
102,183,34,0.022870,1385.000000,-75.318741,-86.576598,-86.579058,-75.321201,-1309.678799
103,183,35,0.022870,1385.000000,-74.681259,-85.923402,-85.920942,-74.678799,-1310.321201
104,617,35,0.060520,250.000000,-71.110708,-63.462483,-64.590395,-72.238621,-177.761379
105,644,36,0.060520,250.000000,-158.881629,-162.384995,-164.732047,-161.228682,-88.771318
106,645,36,0.061560,250.000000,-156.206022,-159.646265,-161.957942,-158.517699,-91.482301
107,38,37,0.000100,876.000000,23.882188,24.233957,25.104818,24.753049,-851.246951
108,663,37,0.066160,160.000000,-49.149292,-48.978191,-44.735972,-44.907073,-115.092927
109,55,38,0.020760,394.000000,93.141904,93.359824,96.705565,96.487645,-297.512355
110,40,39,0.000100,1593.000000,122.686879,114.721687,194.524318,202.489510,-1390.510490
111,682,39,0.059840,250.000000,-79.920000,-91.908000,-91.908000,-79.920000,-170.080000
112,44,40,0.012770,1385.000000,294.541068,287.495740,373.709529,380.754857,-1004.245143
113,679,40,0.062350,250.000000,-171.854189,-172.774053,-179.185210,-178.265347,-71.734653
114,42,41,0.000100,876.000000,-233.989125,-230.382980,-226.874735,-230.480880,-645.519120
115,41,43,0.030000,400.000000,-89.492728,-83.518964,-77.474034,-83.447798,-316.552202
116,80,41,0.043800,609.000000,45.492901,48.537913,59.892235,56.847223,-552.152777
117,47,42,0.065640,274.000000,-71.905215,-70.240212,-76.280621,-77.945624,-196.054376
118,54,42,0.026430,392.000000,-134.402172,-132.706929,-145.721180,-147.416424,-244.583576
119,689,42,0.068390,160.000000,-85.691738,-83.647339,-61.084433,-63.128832,-96.871168
120,44,43,0.000100,1593.000000,-202.781817,-204.456586,-247.426725,-245.751956,-1347.248044
121,99,43,0.019940,831.000000,-93.745456,-94.447450,-57.522241,-56.820247,-774.179753
122,50,44,0.010970,1662.000000,-294.260749,-299.383847,-256.140197,-251.017099,-1410.982901
123,46,45,0.000100,876.000000,29.283692,39.346160,50.849636,40.787168,-835.212832
124,49,45,0.060970,394.000000,21.630797,24.775188,32.636105,29.491715,-364.508285
125,706,47,0.067750,160.000000,-72.568129,-72.117205,-72.450733,-72.901658,-87.098342
126,707,47,0.067750,160.000000,-72.524829,-72.073904,-72.394508,-72.845432,-87.154568
127,49,48,0.000100,876.000000,-61.082305,-61.298278,-93.171361,-92.955388,-783.044612
128,717,48,0.067830,160.000000,-69.975907,-72.334130,-68.783130,-66.424907,-93.575093
129,716,49,0.068310,160.000000,-69.377960,-71.719913,-68.133864,-65.791910,-94.208090
130,51,50,0.000100,1593.000000,-327.735564,-338.195071,-343.155838,-332.696330,-1260.303670
131,98,50,0.017880,831.000000,76.233455,78.618972,93.429664,91.044148,-739.955852
132,100,50,0.055440,831.000000,67.111769,65.576898,102.909978,104.444849,-726.555151
133,726,50,0.060800,250.000000,-109.870408,-105.384645,-109.324001,-113.809765,-136.190235
134,727,51,0.062350,250.000000,-106.624855,-102.232589,-106.065443,-110.457710,-139.542290
135,53,52,0.008780,160.000000,30.675680,29.881919,29.507845,30.301605,-129.698395
136,754,52,0.067540,160.000000,-30.675680,-29.881919,-29.507845,-30.301605,-129.698395
137,181,55,0.083530,394.000000,174.000000,174.000000,174.000000,174.000000,-220.000000
138,778,55,0.067620,160.000000,-80.858096,-80.640176,-77.294435,-77.512355,-82.487645
139,74,56,0.012810,394.000000,99.645588,97.442201,98.586727,100.790114,-293.209886
140,796,56,0.067770,160.000000,-99.645588,-97.442201,-98.586727,-100.790114,-59.209886
141,81,57,0.004960,137.000000,22.980000,21.633123,21.633123,22.980000,-114.020000
142,80,58,0.004960,137.000000,21.980000,20.602980,20.602980,21.980000,-115.020000
143,63,59,0.014050,362.000000,59.675560,59.910673,59.677569,59.442456,-302.557544
144,82,59,0.070450,362.000000,16.250667,16.144411,16.810399,16.916656,-345.083344
145,821,59,0.067980,160.000000,-75.926227,-76.055085,-76.487968,-76.359111,-83.640889
146,60,85,0.059300,362.000000,-35.769422,-37.043011,-35.818522,-34.544933,-327.455067
147,104,60,0.040910,464.000000,79.637742,76.254189,90.373960,93.757513,-370.242487
148,834,60,0.069210,160.000000,-45.110151,-43.712420,-59.705452,-61.103184,-98.896816
149,836,60,0.125830,100.000000,-70.297012,-69.584780,-66.487030,-67.199262,-32.800738
150,62,61,0.000100,876.000000,34.212601,34.122054,32.744514,32.835061,-843.164939
151,64,61,0.038430,464.000000,-77.726651,-77.472814,-76.289023,-76.542859,-387.457141
152,109,61,0.006200,464.000000,249.000000,248.850000,248.850000,249.000000,-215.000000
153,184,61,0.070660,274.000000,-205.485950,-205.499240,-205.305492,-205.292202,-68.707798
154,82,62,0.010950,464.000000,-214.787399,-214.727946,-216.105486,-216.164939,-247.835061
155,110,62,0.006200,464.000000,249.000000,248.850000,248.850000,249.000000,-215.000000
156,71,63,0.030790,362.000000,-199.309137,-200.063640,-208.495474,-207.740972,-154.259028
157,91,63,0.027690,394.000000,-118.916993,-119.363729,-117.856899,-117.410164,-276.589836
158,94,63,0.012600,464.000000,-181.753904,-182.735659,-175.269134,-174.287379,-289.712621
159,96,63,0.042360,362.000000,-52.974406,-53.265926,-54.040551,-53.749030,-308.250970
160,64,69,0.029750,464.000000,122.292073,123.420915,123.623239,122.494396,-341.505604
161,79,64,0.024380,362.000000,-170.015422,-171.054475,-164.956500,-163.917447,-198.082553
162,93,64,0.012600,464.000000,-155.119188,-155.966890,-157.294791,-156.447089,-307.552911
163,95,64,0.042360,362.000000,-44.929967,-45.182422,-48.566382,-48.313927,-313.686073
164,90,65,0.041320,394.000000,-40.427551,-42.882787,-40.397603,-37.942367,-356.057633
165,65,91,0.014460,394.000000,-53.817551,-54.264287,-51.779103,-51.332367,-342.667633
166,66,67,0.020940,500.000000,-152.253693,-149.961565,-165.605741,-167.897868,-332.102132
167,66,68,0.023550,457.000000,-63.681354,-64.927992,-69.119397,-67.872759,-389.127241
168,152,66,0.082850,464.000000,-215.935047,-214.889557,-234.725137,-235.770627,-228.229373
169,138,67,0.020560,866.000000,-684.992358,-680.683671,-755.821461,-760.130149,-105.869851
170,911,67,0.062690,250.000000,92.919311,95.486861,88.743554,86.176004,-163.823996
171,912,67,0.062690,250.000000,48.064195,50.631745,17.215068,14.647517,-235.352483
172,68,78,0.041530,464.000000,-25.812948,-24.642508,-47.183494,-48.353934,-415.646066
173,978,68,0.066940,160.000000,15.898264,17.058702,7.638015,6.477577,-153.522423
174,979,68,0.066530,160.000000,21.970141,23.226781,14.297888,13.041248,-146.958752
175,83,69,0.009920,464.000000,3.562434,1.759243,0.638437,2.441629,-461.558371
176,995,69,0.065500,160.000000,-116.840639,-116.491188,-115.980112,-116.329563,-43.670437
177,996,69,0.070450,160.000000,-9.013868,-8.688970,-8.281564,-8.606462,-151.393538
178,70,73,0.009710,457.000000,-136.414896,-134.199724,-151.454009,-153.669181,-303.330819
179,107,70,0.004130,457.000000,-136.414896,-134.199724,-151.454009,-153.669181,-303.330819
180,72,71,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
181,86,71,0.009710,362.000000,-103.497231,-104.567532,-117.893127,-116.822826,-245.177174
182,1059,71,0.069830,160.000000,-55.941906,-55.786371,-50.892610,-51.048146,-108.951854
183,1060,71,0.067770,160.000000,-39.870000,-39.709737,-39.709737,-39.870000,-120.130000
184,73,75,0.024440,330.000000,-0.270908,8.984803,-57.634484,-66.890195,-263.109805
185,87,73,0.028510,464.000000,57.686570,62.351356,29.439574,24.774788,-439.225212
186,74,76,0.024690,330.000000,-66.351382,-57.356824,-130.583749,-139.578307,-190.421693
187,74,108,0.005170,464.000000,-29.172588,-34.312737,-11.292372,-6.152223,-457.847777
188,76,75,0.000100,1593.000000,-80.518022,-94.428078,-106.297315,-92.387259,-1500.612741
189,76,105,0.027560,845.000000,132.439966,162.215499,215.355046,185.579513,-659.420487
190,84,77,0.026650,457.000000,125.650611,124.956486,134.455023,135.149148,-321.850852
191,85,77,0.013840,464.000000,10.246653,10.293122,-6.040817,-6.087286,-457.912714
192,1095,77,0.066940,160.000000,-101.525640,-101.199134,-98.321316,-98.647822,-61.352178
193,1096,77,0.067360,160.000000,-34.371624,-34.050474,-30.092889,-30.414040,-129.585960
194,78,103,0.033680,464.000000,-130.026720,-126.923064,-142.845624,-145.949280,-318.050720
195,1106,78,0.068390,160.000000,-104.213772,-102.280556,-95.662130,-97.595346,-62.404654
196,88,79,0.023350,464.000000,-170.015422,-171.054475,-164.956500,-163.917447,-300.082553
197,81,80,0.000100,876.000000,-0.736372,0.758733,6.190954,4.695849,-871.304151
198,80,96,0.087600,362.000000,-148.609945,-148.688156,-152.421223,-152.343012,-209.656988
199,1114,80,0.066940,160.000000,-80.400672,-80.305997,-78.116962,-78.211638,-81.788362
200,93,81,0.116740,362.000000,111.150269,111.207605,115.091996,115.034660,-246.965340
201,1115,81,0.066940,160.000000,-88.906640,-88.815749,-87.267920,-87.358811,-72.641189
202,1138,82,0.067560,160.000000,-98.177664,-98.201066,-98.583409,-98.560007,-61.439993
203,1139,82,0.067560,160.000000,-100.359068,-100.382469,-100.711678,-100.688276,-59.311724
204,84,83,0.000100,876.000000,-26.557441,-22.337137,-31.680644,-35.900948,-840.099052
205,103,83,0.021690,464.000000,-96.241892,-105.276795,-97.351229,-88.316325,-375.683675
206,1141,83,0.066530,160.000000,-82.648232,-82.035325,-81.738191,-82.351098,-77.648902
207,184,84,0.070870,274.000000,-111.854050,-111.284631,-111.478380,-112.047798,-161.952202
208,1192,84,0.068600,160.000000,1.737219,2.325480,2.674259,2.085998,-157.914002
209,86,85,0.000100,876.000000,27.107019,26.701941,0.232300,0.637378,-875.362622
210,1182,85,0.093600,160.000000,-91.100944,-90.874308,-81.963095,-82.189731,-77.810269
211,86,108,0.040500,464.000000,109.647993,112.850973,77.491838,74.288858,-389.711142
212,1184,86,0.092770,160.000000,-76.752219,-76.523119,-71.677489,-71.906590,-88.093410
213,88,87,0.000100,876.000000,20.092558,21.402060,-6.165113,-7.474615,-868.525385
214,94,87,0.035120,362.000000,175.366250,176.477609,167.632400,166.521041,-195.478959
215,1213,87,0.067150,160.000000,-126.682237,-126.101813,-122.601213,-123.181637,-36.818363
216,89,94,0.041530,464.000000,-41.196713,-41.196713,-43.566516,-43.566516,-420.433484
217,102,89,0.013430,362.000000,18.717384,18.717384,17.340401,17.340401,-344.659599
218,1217,89,0.065700,160.000000,-59.914097,-59.914097,-60.906917,-60.906917,-99.093083
219,104,90,0.031400,464.000000,-8.473379,-12.525864,-9.865239,-5.812755,-458.187245
220,1244,90,0.067560,160.000000,-31.954172,-30.356923,-30.532364,-32.129613,-127.870387
221,1343,91,0.067560,160.000000,-65.099442,-65.099442,-66.077796,-66.077796,-93.922204
222,100,92,0.010380,845.000000,64.309064,90.113675,100.542449,74.737837,-770.262163
223,92,106,0.010500,845.000000,-95.571351,-49.043235,-59.243355,-105.771470,-739.228530
224,1382,92,0.062690,250.000000,-58.181198,-47.477065,-58.389781,-69.093915,-180.906085
225,1384,92,0.062940,250.000000,-101.699216,-91.679846,-101.396022,-111.415392,-138.584608
226,94,93,0.000100,876.000000,-34.809059,-34.938664,-35.929782,-35.800177,-840.199823
227,1418,93,0.067360,160.000000,-119.169861,-119.170053,-115.622445,-115.622252,-44.377748
228,96,95,0.000100,876.000000,-86.459068,-86.246078,-90.020565,-90.233555,-785.766445
229,102,95,0.024590,362.000000,-61.580899,-61.580899,-61.190371,-61.190371,-300.809629
230,1426,96,0.066740,160.000000,9.176471,9.176152,8.360107,8.360426,-151.639574
231,1427,97,0.018180,125.000000,-78.910000,-78.910000,-74.570000,-74.570000,-50.430000
232,99,98,0.000100,1593.000000,159.800284,156.970848,170.847414,173.676849,-1419.323151
233,1502,98,0.059880,250.000000,-83.566829,-78.351877,-77.417749,-82.632701,-167.367299
234,101,99,0.035620,845.000000,66.054828,62.523398,113.325172,116.856603,-728.143397
235,101,100,0.000100,1593.000000,112.307441,129.045305,189.206112,172.468248,-1420.531752
236,1504,100,0.061190,250.000000,19.113391,26.645268,14.246315,6.714438,-243.285562
237,1505,101,0.062690,250.000000,-35.193179,-28.170554,-37.224385,-44.247010,-205.752990
238,1524,102,0.066940,160.000000,-42.863516,-42.863516,-43.849970,-43.849970,-116.150030
239,104,103,0.000100,876.000000,149.091152,164.947480,147.091408,131.235079,-744.764921
240,103,106,0.028750,400.000000,269.191385,303.296736,260.357309,226.251957,-173.748043
241,1536,103,0.068600,160.000000,11.975060,15.372024,14.136796,10.739832,-149.260168
242,1538,104,0.068180,160.000000,28.935515,32.303806,31.228129,27.859838,-132.140162
243,106,105,0.000100,1593.000000,-166.229966,-136.573999,-189.713546,-219.369513,-1373.630487
244,105,185,0.017630,1108.000000,362.430000,416.794500,416.794500,362.430000,-745.570000
245,106,180,0.014690,1108.000000,339.850000,390.827500,390.827500,339.850000,-768.150000
246,108,107,0.004960,464.000000,80.475405,78.538236,66.199466,68.136635,-395.863365
247,1552,107,0.067560,160.000000,-116.315569,-114.223118,-115.244693,-117.337144,-42.662856
248,1553,107,0.065500,160.000000,-100.574731,-98.514841,-102.408782,-104.468672,-55.531328
249,112,111,0.000100,876.000000,-5.172267,-4.304693,171.706902,170.839327,-705.160673
250,123,111,0.031880,464.000000,-195.264687,-193.625700,-264.661067,-266.300055,-197.699945
251,124,111,0.032520,362.000000,-191.202704,-189.578934,-259.182883,-260.806652,-101.193348
252,1603,111,0.062500,160.000000,-35.691546,-35.797582,-27.302801,-27.196764,-132.803236
253,113,114,0.036540,304.000000,-70.212375,-70.353129,-66.612071,-66.471318,-237.528682
254,151,113,0.016550,304.000000,66.569274,66.428520,70.094525,70.235279,-233.764721
255,1623,113,0.068180,160.000000,-70.977859,-70.977859,-70.787381,-70.787381,-89.212619
256,1624,113,0.068180,160.000000,-65.803791,-65.803791,-65.919215,-65.919215,-94.080785
257,114,131,0.042310,464.000000,-162.109250,-162.326905,-157.657207,-157.439552,-306.560448
258,1647,114,0.066880,160.000000,-91.896875,-91.973776,-91.045136,-90.968235,-69.031765
259,116,115,0.000100,1593.000000,42.677952,41.035059,71.460848,73.103741,-1519.896259
260,133,115,0.026960,1385.000000,146.527702,147.710120,132.688854,131.506436,-1253.493564
261,1649,115,0.062060,250.000000,-189.205654,-188.745179,-204.149702,-204.610177,-45.389823
262,138,116,0.017330,1385.000000,219.608682,217.412800,261.873792,264.069674,-1120.930326
263,1650,116,0.062060,250.000000,-176.930730,-176.377741,-190.412944,-190.965933,-59.034067
264,140,117,0.080570,304.000000,224.205810,224.704889,162.358964,161.859885,-142.140115
265,143,117,0.025930,464.000000,-91.648508,-91.913855,-43.676409,-43.411063,-420.588937
266,1655,117,0.066880,160.000000,-132.557302,-132.791034,-118.682555,-118.448822,-41.551178
267,119,118,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
268,126,118,0.041300,464.000000,164.969017,164.969017,163.738686,163.738686,-300.261314
269,142,118,0.007210,464.000000,-58.713847,-58.713847,-58.115483,-58.115483,-405.884517
270,1680,118,0.066880,160.000000,-106.255171,-106.255171,-105.623204,-105.623204,-54.376796
271,125,120,0.077890,464.000000,44.421864,44.412181,26.964022,26.973705,-437.026295
272,130,120,0.076860,464.000000,85.945651,85.978008,109.624584,109.592227,-354.407773
273,1686,120,0.066530,160.000000,-59.791545,-59.802882,-61.498720,-61.487383,-98.512617
274,1687,120,0.066530,160.000000,-70.575970,-70.587307,-75.089886,-75.078549,-84.921451
275,122,121,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
276,151,121,0.044010,464.000000,67.887063,67.857851,67.997907,68.027119,-395.972881
277,1747,121,0.068180,160.000000,-21.797209,-21.782625,-21.515340,-21.529924,-138.470076
278,1748,121,0.068180,160.000000,-46.089855,-46.075226,-46.482567,-46.497195,-113.502805
279,124,123,0.000100,876.000000,71.263059,76.803672,87.674764,82.134151,-793.865849
280,140,123,0.003310,464.000000,-89.985543,-91.204056,-204.801923,-203.583411,-260.416589
281,144,123,0.096380,362.000000,-215.164500,-215.694627,-154.506343,-153.976216,-208.023784
282,1760,123,0.225210,80.000000,-9.904945,-10.166382,-3.583109,-3.321672,-76.678328
283,1762,123,0.068510,160.000000,-29.742925,-30.555263,-11.161948,-10.349611,-149.650389
284,1764,123,0.231610,80.000000,26.162918,25.908706,8.042492,8.296705,-71.703295
285,139,124,0.003310,304.000000,-84.761848,-86.281121,-209.108017,-207.588743,-96.411257
286,1761,124,0.231400,80.000000,-58.509240,-58.766077,-43.132419,-42.875581,-37.124419
287,1763,124,0.226240,80.000000,9.718768,9.456072,-5.213853,-4.951157,-75.048843
288,126,125,0.000100,876.000000,192.481076,192.481076,193.724085,193.724085,-682.275915
289,135,125,0.034650,464.000000,-188.832695,-188.832695,-186.824497,-186.824497,-277.175503
290,186,125,0.015910,464.000000,-16.060094,-16.060094,-16.056188,-16.056188,-447.943812
291,1775,125,0.061360,160.000000,-35.067293,-35.067293,-31.667314,-31.667314,-128.332686
292,126,127,0.030500,400.000000,-400.000000,-399.983417,-400.000000,-400.016583,0.016583
293,186,126,0.015910,464.000000,-17.269906,-17.269906,-17.273812,-17.273812,-446.726188
294,128,127,0.000100,1593.000000,-158.793522,-158.689973,-173.730168,-173.833717,-1419.166283
295,157,127,0.034630,831.000000,-105.496478,-105.497119,-90.440341,-90.439700,-740.560300
296,145,128,0.043260,748.000000,-158.793522,-158.689973,-173.730168,-173.833717,-574.166283
297,143,129,0.052250,394.000000,22.999270,23.061664,-16.740287,-16.802681,-377.197319
298,129,148,0.053000,394.000000,-96.936347,-96.949604,-141.618061,-141.604804,-252.395196
299,1814,129,0.059300,160.000000,-119.935617,-120.011268,-124.877774,-124.802123,-35.197877
300,130,132,0.091360,381.000000,-242.481527,-242.596443,-272.563725,-272.448808,-108.551192
301,130,154,0.056960,381.000000,-35.644566,-35.647386,-40.456780,-40.453960,-340.546040
302,1822,130,0.059300,160.000000,-88.293157,-88.334518,-95.470021,-95.428660,-64.571340
303,1823,130,0.059300,160.000000,-103.887284,-103.931303,-107.925899,-107.881880,-52.118120
304,132,131,0.000100,876.000000,-476.640759,-482.762427,-533.663394,-527.541726,-348.458274
305,131,133,0.027560,330.000000,-79.537214,-78.933863,-86.365719,-86.969069,-243.030931
306,147,131,0.073350,464.000000,-226.446289,-226.571151,-259.785304,-259.660443,-204.339557
307,151,131,0.079550,394.000000,-104.622012,-104.831712,-99.866966,-99.657266,-294.342734
