 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 186 198 141 144 26
 187 199 141 178 25
 188 200 143 144 25
 189 201 143 149 32
 190 202 144 147 16
 191 204 147 148 30
 192 205 147 154 30
 193 206 150 151 26
 194 207 150 152 21
 195 209 155 166 44
 196 210 156 179 18
 197 211 157 158 33
 198 212 158 176 20
 199 213 159 160 30
 200 214 159 165 44
 201 215 159 176 29
 202 216 160 168 35
 203 217 160 177 30
 204 218 161 162 35
 205 219 161 166 27
 206 220 162 179 35
 207 221 163 164 30
 208 222 163 172 50
 209 223 164 167 36
 210 224 166 167 29
 211 225 168 169 38
 212 226 170 171 27
 213 227 170 174 34
 214 228 172 173 40
 215 229 173 175 28
 216 230 174 175 31
 217 231 176 177 21
 218 232 178 179 26
 219 233 187 202 33
 220 234 187 423 32
 221 235 188 434 21
 222 236 188 437 18
 223 239 190 355 36
 224 240 190 376 42
 225 243 192 193 33
 226 244 192 194 27
 227 245 192 308 29
 228 247 193 332 34
 229 248 194 248 34
 230 249 194 256 30
 231 250 194 332 31
 232 251 195 285 42
 233 252 195 514 43
 234 255 198 351 28
 235 256 198 425 40
 236 259 200 428 36
 237 260 200 533 40
 238 261 201 219 21
 239 262 201 255 21
 240 263 202 239 23
 241 264 202 332 32
 242 269 206 224 45
 243 270 206 384 38
 244 272 208 326 22
 245 273 208 342 26
 246 274 209 211 37
 247 275 209 334 35
 248 276 210 282 28
 249 277 210 353 42
 250 278 211 233 35
 251 279 211 333 33
 252 280 211 386 31
 253 281 212 305 29
 254 282 212 511 30
 255 283 213 333 31
 256 284 213 343 20
 257 285 213 415 24
 258 286 213 458 23
 259 287 213 473 19
 260 288 214 442 38
 261 289 214 533 40
 262 290 214 2249 25
 263 291 215 273 41
 264 292 215 279 37
 265 293 216 447 36
 266 294 216 1120 37
 267 297 218 219 25
 268 298 218 340 26
 269 299 219 227 26
 270 300 220 437 22
 271 301 220 510 29
 272 304 222 262 32
 273 305 222 361 31
 274 306 223 372 24
 275 307 223 613 24
 276 308 224 425 42
 277 309 225 510 36
 278 310 225 2218 23
 279 311 226 227 24
 280 312 226 348 30
 281 320 233 341 29
 282 325 236 384 29
 283 326 236 385 30
 284 327 237 373 43
 285 328 237 516 37
 286 329 238 361 36
 287 330 238 492 32
 288 331 239 284 33
 289 332 240 340 20
 290 333 240 401 23
 291 335 241 287 30
 292 336 241 503 30
 293 337 242 324 35
 294 338 242 440 36
 295 339 243 306 37
 296 340 243 309 37
 297 341 244 486 41
 298 342 244 520 42
 299 343 245 253 27
 300 344 245 254 43
 301 345 245 281 39
 302 346 245 299 33
 303 347 245 396 23
 304 349 246 304 44
 305 351 246 471 35
 306 353 248 474 31
 307 354 249 294 35
 308 355 249 474 35
 309 359 253 352 24
 310 360 254 338 47
 311 361 255 336 30
 312 362 255 369 31
 313 363 256 320 31
 314 364 257 363 33
 315 365 257 458 34
 316 366 258 265 36
 317 367 258 1753 38
 318 369 260 365 33
 319 370 260 493 34
 320 371 261 272 24
 321 372 261 353 24
 322 373 262 438 37
 323 374 263 323 33
 324 375 263 411 32
 325 376 264 516 29
 326 377 264 537 38
 327 378 265 283 35
 328 380 266 408 32
 329 381 266 525 35
 330 382 267 280 27
 331 383 267 519 26
 332 385 269 332 36
 333 386 269 511 33
 334 388 272 353 24
 335 389 273 304 39
 336 390 274 281 40
 337 391 274 288 27
 338 392 275 280 27
 339 393 275 534 38
 340 396 277 293 19
 341 397 277 406 35
 342 398 278 526 29
 343 399 278 534 38
 344 400 279 441 32
 345 401 281 472 32
 346 402 282 291 38
 347 403 282 471 41
 348 404 283 350 30
 349 405 283 1787 37
 350 406 284 308 29
 351 407 285 286 38
 352 408 286 337 36
 353 409 286 473 19
 354 410 287 318 28
 355 411 288 352 28
 356 412 289 299 37
 357 413 289 472 32
 358 414 290 294 32
 359 415 290 336 33
 360 416 291 429 32
 361 417 293 296 19
 362 418 294 346 30
 363 419 294 524 32
 364 421 295 425 37
 365 422 295 537 35
 366 423 296 519 37
 367 424 297 298 42
 368 425 297 353 43
 369 426 298 525 36
 370 427 300 430 28
 371 428 300 658 25
 372 429 300 708 31
 373 430 303 442 40
 374 431 303 2124 28
 375 432 305 345 29
 376 433 305 460 33
 377 434 305 512 34
 378 435 306 493 31
 379 436 307 462 33
 380 437 307 508 24
 381 439 309 520 42
 382 440 310 312 32
 383 441 310 420 38
 384 443 310 477 42
 385 444 311 312 39
 386 445 311 372 23
 387 446 312 323 30
 388 448 314 381 25
 389 449 314 387 26
 390 450 315 341 19
 391 451 315 2249 28
 392 454 317 468 34
 393 455 317 514 35
 394 456 318 467 36
 395 458 320 348 30
 396 459 321 451 44
 397 461 321 467 47
 398 462 321 485 34
 399 463 321 506 41
 400 465 322 351 22
 401 466 322 389 35
 402 467 322 452 35
 403 468 322 455 46
 404 470 322 478 20
 405 471 322 490 33
 406 472 324 538 26
 407 473 325 371 24
 408 474 325 375 23
 409 475 326 364 23
 410 480 334 395 33
 411 481 335 369 24
 412 482 335 2331 24
 413 483 336 347 30
 414 484 337 377 21
 415 485 337 379 35
 416 486 338 394 46
 417 488 342 445 36
 418 489 342 624 30
 419 490 342 710 30
 420 491 343 377 20
 421 492 344 346 29
 422 493 344 381 30
 423 494 344 523 36
 424 495 345 347 33
 425 496 347 386 27
 426 497 350 526 39
 427 498 352 406 40
 428 499 353 429 37
 429 500 354 370 40
 430 502 356 360 44
 431 503 356 432 41
 432 504 357 509 34
 433 505 357 523 31
 434 507 359 375 24
 435 508 359 378 39
 436 509 359 393 44
 437 510 361 374 44
 438 512 363 477 33
 439 513 364 439 25
 440 514 365 416 24
 441 515 365 440 38
 442 516 366 484 35
 443 517 366 504 20
 444 518 366 578 19
 445 519 367 370 40
 446 520 367 445 40
 447 521 368 376 44
 448 523 371 378 36
 449 524 373 393 39
 450 525 374 395 38
 451 526 374 428 40
 452 527 379 432 44
 453 528 380 410 34
 454 529 380 1602 37
 455 532 385 389 29
 456 533 387 415 23
 457 538 394 532 35
 458 539 396 526 32
 459 544 401 434 23
 460 550 408 417 36
 461 551 409 532 36
 462 552 409 660 27
 463 553 410 525 38
 464 554 411 412 27
 465 555 411 423 28
 466 556 411 426 21
 467 557 412 413 32
 468 558 413 612 30
 469 559 413 643 33
 470 560 416 451 28
 471 561 417 447 38
 472 563 420 477 40
 473 565 424 612 24
 474 566 424 722 29
 475 567 425 438 33
 476 568 425 492 34
 477 569 425 536 43
 478 570 426 535 32
 479 572 430 613 35
 480 573 439 676 23
 481 574 441 527 36
 482 579 448 482 24
 483 580 452 504 33
 484 581 455 464 32
 485 582 455 502 39
 486 583 456 490 23
 487 584 456 494 39
 488 586 457 476 32
 489 587 457 514 18
 490 588 460 535 35
 491 589 461 508 26
 492 590 461 515 39
 493 591 462 465 37
 494 592 463 497 29
 495 593 463 514 35
 496 594 464 515 35
 497 595 465 494 34
 498 596 468 531 32
 499 599 476 507 38
 500 601 477 501 41
 501 603 478 531 33
 502 606 482 1078 22
 503 607 482 2043 27
 504 610 484 494 32
 505 611 485 489 35
 506 612 486 507 39
 507 613 489 500 35
 508 614 489 505 39
 509 615 490 491 30
 510 616 491 494 31
 511 618 493 500 33
 512 619 493 505 31
 513 621 497 506 38
 514 623 501 515 27
 515 624 503 515 26
 516 625 509 512 25
 517 626 511 524 35
 518 628 519 526 40
 519 630 536 538 40
 520 631 539 540 32
 521 632 539 559 37
 522 633 539 633 23
 523 634 539 737 37
 524 635 539 776 31
 525 636 540 544 33
 526 637 540 634 23
 527 638 540 650 33
 528 639 540 652 34
 529 640 540 653 33
 530 642 542 712 40
 531 643 542 737 40
 532 644 542 751 23
 533 645 543 560 26
 534 646 543 617 35
 535 647 543 740 34
 536 648 544 696 40
 537 649 545 546 34
 538 650 545 587 34
 539 651 545 727 31
 540 652 545 756 37
 541 653 546 575 24
 542 654 546 725 27
 543 655 546 730 24
 544 656 546 739 41
 545 657 546 755 24
 546 658 547 631 40
 547 659 547 672 36
 548 660 547 751 24
 549 661 548 573 22
 550 662 548 660 16
 551 664 549 671 40
 552 665 549 760 33
 553 667 551 746 18
 554 668 551 750 19
 555 669 551 757 25
 556 670 551 784 27
 557 671 552 553 26
 558 672 552 588 23
 559 673 552 643 23
 560 674 552 771 26
 561 675 553 658 23
 562 676 554 703 33
 563 677 554 744 31
 564 678 555 693 33
 565 679 555 785 27
 566 680 556 559 26
 567 681 556 674 23
 568 682 556 781 30
 569 683 557 558 27
 570 684 557 690 23
 571 685 557 733 30
 572 686 558 579 27
 573 687 560 617 25
 574 690 563 569 24
 575 691 563 571 24
 576 692 564 598 30
 577 693 564 655 42
 578 694 564 669 36
 579 695 565 654 33
 580 696 565 655 34
 581 697 565 664 39
 582 698 565 762 34
 583 699 566 568 24
 584 700 566 571 24
 585 701 567 700 23
 586 702 567 716 20
 587 703 568 569 33
 588 704 568 672 33
 589 705 568 712 31
 590 706 569 656 27
 591 707 569 712 32
 592 708 570 666 36
 593 709 570 733 29
 594 710 572 694 34
 595 711 572 722 33
 596 712 573 594 21
 597 713 573 613 26
 598 715 575 741 24
 599 716 576 721 22
 600 717 576 732 29
 601 718 577 581 34
 602 719 577 685 30
 603 720 578 661 25
 604 721 579 582 24
 605 723 581 755 31
 606 724 581 765 32
 607 725 582 688 22
 608 726 582 749 29
 609 727 583 607 31
 610 728 583 619 32
 611 729 584 585 32
 612 730 584 697 39
 613 731 585 778 42
 614 732 586 762 28
 615 733 586 765 28
 616 734 587 628 34
 617 735 588 595 24
 618 736 588 643 22
 619 737 589 717 24
 620 738 589 753 23
 621 739 590 755 31
 622 740 590 780 35
 623 741 591 596 32
 624 742 591 667 36
 625 743 592 593 27
 626 744 592 738 23
 627 745 593 772 22
 628 746 594 713 29
 629 747 595 771 24
 630 748 596 742 31
 631 750 598 675 30
 632 752 600 669 34
 633 753 600 727 37
 634 754 601 630 31
 635 755 601 708 31
 636 756 602 604 33
 637 757 602 615 27
 638 758 603 604 24
 639 759 603 706 24
 640 760 605 615 24
 641 761 605 626 23
 642 762 606 670 32
 643 763 606 926 30
 644 764 607 670 30
 645 766 609 677 27
 646 767 609 680 25
 647 768 610 668 33
 648 769 610 694 37
 649 770 611 683 33
 650 771 611 750 35
 651 772 612 613 34
 652 773 612 769 28
 653 774 613 627 20
 654 775 614 626 23
 655 776 614 707 23
 656 777 615 665 23
 657 778 615 774 25
 658 779 616 618 33
 659 780 616 619 29
 660 781 617 620 36
 661 782 618 620 36
 662 783 619 756 25
 663 784 621 622 36
 664 785 621 746 28
 665 786 622 624 36
 666 787 623 663 30
 667 788 623 712 39
 668 789 625 690 29
 669 790 625 1348 27
 670 791 627 691 21
 671 792 628 699 36
 672 793 628 727 36
 673 794 629 667 37
 674 795 629 763 35
 675 796 630 645 37
 676 797 631 645 43
 677 798 632 634 23
 678 799 632 649 24
 679 800 633 634 24
 680 801 633 645 33
 681 802 635 637 35
 682 803 635 732 22
 683 804 635 742 31
 684 805 636 740 28
 685 806 636 744 32
 686 807 637 743 34
 687 808 638 639 26
 688 809 638 650 30
 689 810 639 650 32
 690 811 639 653 33
 691 812 640 644 33
 692 813 640 653 33
 693 814 641 644 24
 694 815 641 645 25
 695 816 641 647 33
 696 817 642 678 30
 697 818 642 785 29
 698 819 644 645 32
 699 820 644 650 38
 700 821 644 686 32
 701 822 644 734 38
 702 823 645 650 31
 703 824 646 770 22
 704 825 646 773 24
 705 826 647 649 32
 706 827 648 651 30
 707 828 648 652 33
 708 829 651 776 34
 709 830 654 655 35
 710 831 655 701 35
 711 832 656 773 27
 712 833 657 1444 29
 713 834 657 1486 23
 714 835 659 703 20
 715 836 659 703 31
 716 837 661 769 20
 717 838 662 663 37
 718 839 662 760 34
 719 840 662 782 32
 720 841 663 778 31
 721 842 663 780 34
 722 843 664 689 31
 723 844 665 676 24
 724 845 665 706 23
 725 846 666 707 43
 726 847 667 703 40
 727 848 668 696 32
 728 849 670 1469 35
 729 850 671 754 41
 730 852 674 695 23
 731 853 675 758 28
 732 854 677 679 35
 733 855 678 679 27
 734 856 678 684 23
 735 857 678 731 23
 736 858 678 750 31
 737 859 679 683 32
 738 860 679 684 23
 739 861 679 685 33
 740 862 680 688 33
 741 863 680 701 34
 742 865 686 770 30
 743 866 687 745 23
 744 867 687 747 24
 745 868 688 689 31
 746 869 688 1359 31
 747 870 689 749 27
 748 871 689 1402 21
 749 872 691 692 24
 750 873 692 718 21
 751 874 693 694 29
 752 875 695 696 23
 753 876 697 766 40
 754 877 698 702 20
 755 878 698 704 24
 756 879 699 703 40
 757 880 700 710 26
 758 881 702 703 24
 759 882 703 704 24
 760 883 705 709 27
 761 884 705 728 26
 762 885 706 707 24
 763 886 707 772 40
 764 887 709 716 23
 765 888 709 720 31
 766 889 711 714 36
 767 890 711 727 32
 768 891 711 729 25
 769 892 713 720 30
 770 893 714 724 37
 771 894 715 739 40
 772 895 715 1190 39
 773 896 716 717 30
 774 897 716 750 26
 775 898 716 785 28
 776 899 717 719 35
 777 900 717 728 28
 778 901 717 736 22
 779 902 718 719 26
 780 903 721 755 24
 781 904 723 726 32
 782 905 723 748 35
 783 906 724 730 35
 784 907 725 748 34
 785 908 726 727 23
 786 909 726 729 34
 787 910 726 743 37
 788 911 731 754 26
 789 912 734 735 36
 790 913 735 737 33
 791 914 736 777 23
 792 915 738 1430 30
 793 916 740 752 30
 794 917 740 779 27
 795 918 741 752 37
 796 919 744 768 30
 797 920 745 784 24
 798 921 747 777 23
 799 922 750 753 27
 800 923 754 759 33
 801 924 755 781 32
 802 925 757 774 25
 803 926 758 759 25
 804 927 763 764 25
 805 929 764 778 29
 806 930 766 778 45
 807 931 768 779 24
 808 932 770 771 27
 809 933 775 1133 24
 810 934 775 1414 23
 811 935 778 783 24
 812 936 782 783 24
 813 943 792 1240 33
 814 944 792 1525 33
 815 946 794 1334 28
 816 947 794 1385 30
 817 948 795 1108 24
 818 949 795 1520 28
 819 950 796 797 29
 820 952 796 1011 32
 821 953 796 1103 23
 822 954 796 1419 25
 823 958 797 1004 23
 824 959 797 1379 23
 825 961 798 799 23
 826 963 798 1163 24
 827 965 799 996 23
 828 970 802 1087 20
 829 971 802 1586 23
 830 973 804 1345 24
 831 974 804 1426 25
 832 977 807 1328 32
 833 978 807 1479 32
 834 979 808 971 26
 835 980 808 1227 24
 836 981 809 904 23
 837 982 809 1216 24
 838 985 812 860 31
 839 986 812 918 36
 840 987 813 877 28
 841 988 813 1054 35
 842 989 814 1462 35
 843 990 814 1488 22
 844 991 815 928 24
 845 992 815 1156 24
 846 993 815 1315 29
 847 995 817 1079 37
 848 996 817 1477 29
 849 998 819 954 24
 850 999 819 993 24
 851 1000 820 838 35
 852 1001 820 1393 35
 853 1002 821 822 31
 854 1004 821 920 33
 855 1005 821 1076 25
 856 1006 821 1199 32
 857 1009 822 919 24
 858 1010 822 924 28
 859 1011 822 1355 35
 860 1015 825 1232 37
 861 1016 825 1566 37
 862 1017 826 1003 42
 863 1018 826 1566 43
 864 1019 827 911 28
 865 1020 827 1337 24
 866 1022 829 1268 35
 867 1023 829 1489 32
 868 1024 830 883 32
 869 1025 830 1334 24
 870 1028 833 1230 31
 871 1029 833 1553 38
 872 1030 834 886 32
 873 1031 834 991 36
 874 1032 834 1175 30
 875 1033 834 1178 30
 876 1034 834 1467 21
 877 1035 835 1020 27
 878 1036 835 1106 31
 879 1037 836 890 34
 880 1038 836 1105 32
 881 1040 837 1097 22
 882 1041 837 1552 30
 883 1042 838 966 31
 884 1045 840 887 30
 885 1046 840 1562 27
 886 1053 849 1320 24
 887 1054 849 1426 26
 888 1055 850 1087 25
 889 1056 850 1594 24
 890 1057 851 1066 24
 891 1058 851 1328 24
 892 1059 851 1538 29
 893 1060 852 1560 31
 894 1061 852 1589 23
 895 1064 855 997 28
 896 1065 855 1573 31
 897 1068 857 1169 25
 898 1069 857 1293 25
 899 1071 858 1162 31
 900 1073 858 1205 31
 901 1074 858 1372 30
 902 1076 859 1113 39
 903 1078 859 1358 34
 904 1079 859 1362 23
 905 1080 860 1556 33
 906 1081 861 1107 24
 907 1082 861 1585 27
 908 1083 862 947 31
 909 1084 862 1561 35
 910 1087 865 1432 35
 911 1088 865 1575 35
 912 1089 866 1196 34
 913 1090 866 1531 33
 914 1093 869 888 23
 915 1094 869 914 23
 916 1095 870 1214 28
 917 1096 870 1411 27
 918 1097 870 1418 30
 919 1098 871 896 26
 920 1099 871 1418 31
 921 1100 872 1020 29
 922 1101 872 1384 24
 923 1103 874 1098 23
 924 1104 874 1552 28
 925 1106 876 1323 27
 926 1107 876 1389 34
 927 1108 877 1050 24
 928 1109 878 879 31
 929 1110 878 1320 24
 930 1111 878 1543 30
 931 1112 879 1325 25
 932 1113 879 1426 23
 933 1114 882 1470 32
 934 1115 882 1503 30
 935 1116 883 1490 36
 936 1118 885 890 29
 937 1119 885 1476 23
 938 1120 886 1294 32
 939 1121 887 1178 28
 940 1122 888 996 23
 941 1123 889 1076 25
 942 1124 889 1207 22
 943 1125 891 1057 24
 944 1126 891 1459 26
 945 1127 892 893 27
 946 1129 892 1206 25
 947 1130 892 1448 28
 948 1131 893 1312 23
 949 1132 893 1449 27
 950 1133 894 1077 36
 951 1134 894 1514 32
 952 1135 895 986 23
 953 1136 895 1424 23
 954 1137 896 1083 24
 955 1139 898 1289 24
 956 1140 898 2089 24
 957 1142 900 1230 23
 958 1143 900 1482 24
 959 1144 901 961 23
 960 1145 901 1561 34
 961 1147 903 916 35
 962 1148 903 1184 36
 963 1149 904 1201 29
 964 1150 905 906 30
 965 1151 905 1372 33
 966 1152 905 1569 23
 967 1153 906 1095 33
 968 1154 906 1570 23
 969 1158 909 1058 33
 970 1159 909 1245 29
 971 1160 910 1156 24
 972 1161 910 1251 24
 973 1162 911 979 29
 974 1163 911 1478 30
 975 1164 912 965 33
 976 1165 912 1025 23
 977 1166 912 1293 30
 978 1167 912 1294 35
 979 1168 912 1420 23
 980 1169 912 1572 40
 981 1170 913 1454 30
 982 1171 913 1577 25
 983 1172 914 1279 24
 984 1175 915 1095 32
 985 1176 915 1236 30
 986 1179 916 1095 31
 987 1180 917 1413 27
 988 1181 917 1426 24
 989 1182 918 1503 42
 990 1183 919 974 32
 991 1184 919 1049 35
 992 1185 919 1077 35
 993 1186 920 1102 32
 994 1187 920 1343 28
 995 1188 920 1575 36
 996 1189 921 1207 22
 997 1190 921 1344 36
 998 1191 921 1513 28
 999 1193 924 1071 27
 1000 1195 926 1190 35
 1001 1197 928 1220 24
 1002 1198 929 1139 34
 1003 1199 929 1240 31
 1004 1200 929 1410 34
 1005 1206 936 1235 35
 1006 1207 936 1565 36
 1007 1209 938 1095 29
 1008 1210 938 1531 25
 1009 1211 939 1416 36
 1010 1212 939 1513 36
 1011 1217 943 1274 24
 1012 1218 943 1539 23
 1013 1221 947 1229 33
 1014 1222 948 1199 35
 1015 1223 948 1256 33
 1016 1224 949 1087 22
 1017 1225 949 1422 23
 1018 1229 953 1075 28
 1019 1230 953 1184 34
 1020 1231 954 968 26
 1021 1239 961 1282 23
 1022 1240 962 978 35
 1023 1241 962 1581 36
 1024 1242 963 1331 32
 1025 1243 963 1460 31
 1026 1244 964 1338 24
 1027 1245 964 1345 27
 1028 1246 965 973 33
 1029 1247 966 967 33
 1030 1248 966 1149 23
 1031 1249 966 1215 40
 1032 1251 967 982 37
 1033 1252 967 1268 38
 1034 1254 967 1502 28
 1035 1255 968 979 31
 1036 1256 968 1025 33
 1037 1260 971 1382 27
 1038 1261 972 1235 35
 1039 1262 972 1384 33
 1040 1263 973 979 24
 1041 1266 974 1431 35
 1042 1267 975 1354 31
 1043 1268 975 1366 34
 1044 1271 978 998 32
 1045 1272 978 1024 24
 1046 1273 978 1293 35
 1047 1274 978 1318 30
 1048 1275 978 1478 35
 1049 1276 979 1319 33
 1050 1277 979 1501 35
 1051 1279 981 1292 26
 1052 1280 981 1402 23
 1053 1281 982 1470 38
 1054 1284 985 1058 31
 1055 1285 985 1306 29
 1056 1286 986 1307 23
 1057 1292 991 1501 31
 1058 1293 992 1183 23
 1059 1294 992 1459 27
 1060 1295 993 994 24
 1061 1296 994 1289 30
 1062 1297 994 1407 23
 1063 1298 995 1017 23
 1064 1299 995 1112 26
 1065 1300 995 1145 34
 1066 1301 995 1378 24
 1067 1302 995 1539 32
 1068 1303 996 1401 27
 1069 1304 997 1111 36
 1070 1305 997 1127 26
 1071 1306 997 1222 27
 1072 1307 998 1572 31
 1073 1308 999 1241 31
 1074 1309 999 1311 30
 1075 1313 1003 1491 39
 1076 1314 1004 1008 23
 1077 1319 1008 1552 23
 1078 1321 1011 1552 24
 1079 1322 1012 1193 27
 1080 1323 1012 1553 34
 1081 1327 1017 1191 31
 1082 1328 1018 1192 34
 1083 1329 1018 1401 28
 1084 1332 1020 1522 29
 1085 1337 1024 1025 23
 1086 1338 1024 1308 23
 1087 1341 1026 1153 22
 1088 1342 1026 1583 26
 1089 1346 1030 1031 24
 1090 1347 1030 1524 24
 1091 1348 1031 1216 24
 1092 1356 1039 1040 24
 1093 1357 1039 1216 24
 1094 1358 1040 1524 24
 1095 1361 1043 1142 23
 1096 1362 1043 1217 24
 1097 1363 1044 1217 23
 1098 1364 1044 1523 35
 1099 1365 1045 1306 35
 1100 1366 1045 1536 26
 1101 1370 1049 1450 35
 1102 1371 1050 1147 27
 1103 1372 1051 1071 30
 1104 1373 1051 1440 30
 1105 1374 1052 1436 33
 1106 1375 1052 1439 35
 1107 1376 1053 1083 24
 1108 1377 1053 1223 29
 1109 1378 1053 1243 24
 1110 1379 1053 1266 25
 1111 1380 1054 1161 30
 1112 1381 1054 1436 30
 1113 1382 1054 1450 31
 1114 1383 1055 1079 33
 1115 1384 1055 1489 34
 1116 1386 1057 1083 31
 1117 1387 1059 1237 24
 1118 1388 1059 1331 35
 1119 1393 1065 1284 27
 1120 1394 1065 1549 26
 1121 1395 1066 1425 27
 1122 1396 1066 1589 31
 1123 1399 1069 1390 23
 1124 1400 1069 1546 27
 1125 1401 1070 1326 24
 1126 1402 1070 1356 24
 1127 1403 1074 1133 25
 1128 1404 1074 1552 31
 1129 1405 1075 1335 36
 1130 1406 1078 1120 22
 1131 1408 1081 1184 31
 1132 1409 1081 1385 24
 1133 1410 1082 1099 23
 1134 1411 1082 1119 24
 1135 1412 1082 1266 26
 1136 1413 1084 1138 23
 1137 1414 1084 1343 22
 1138 1416 1086 1244 32
 1139 1417 1086 1328 31
 1140 1418 1087 1557 27
 1141 1419 1088 1182 26
 1142 1420 1088 1219 31
 1143 1421 1088 1593 30
 1144 1422 1089 1431 36
 1145 1423 1089 1574 31
 1146 1430 1094 1491 25
 1147 1431 1094 1545 24
 1148 1432 1095 1511 27
 1149 1433 1095 1532 32
 1150 1434 1096 1220 23
 1151 1435 1096 1403 23
 1152 1436 1096 1492 24
 1153 1437 1096 1495 24
 1154 1439 1097 1098 22
 1155 1440 1097 1120 24
 1156 1442 1098 1419 28
 1157 1444 1099 1237 24
 1158 1446 1101 1232 37
 1159 1447 1101 1374 44
 1160 1448 1102 1585 26
 1161 1449 1103 1571 23
 1162 1450 1104 1190 34
 1163 1451 1104 1359 29
 1164 1452 1105 1167 34
 1165 1453 1106 1166 33
 1166 1454 1106 1170 27
 1167 1455 1107 1108 30
 1168 1456 1107 1343 29
 1169 1457 1108 1451 32
 1170 1460 1111 1535 33
 1171 1461 1112 1275 25
 1172 1462 1113 1511 31
 1173 1463 1114 1267 38
 1174 1464 1114 1354 28
 1175 1466 1114 1483 31
 1176 1467 1115 1181 41
 1177 1468 1115 1484 34
 1178 1469 1115 1500 29
 1179 1473 1119 1271 23
