 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 242 269 206 224 64
 243 270 206 384 57
 244 272 208 326 34
 245 273 208 342 51
 246 274 209 211 64
 247 275 209 334 63
 248 276 210 282 34
 249 277 210 353 51
 250 278 211 233 47
 251 279 211 333 55
 252 280 211 386 46
 253 281 212 305 57
 254 282 212 511 58
 255 283 213 333 55
 256 284 213 343 33
 257 285 213 415 37
 258 286 213 458 57
 259 287 213 473 34
 260 288 214 442 60
 261 289 214 533 55
 262 290 214 2249 46
 263 291 215 273 62
 264 292 215 279 55
 265 293 216 447 53
 266 294 216 1120 50
 267 297 218 219 45
 268 298 218 340 48
 269 299 219 227 33
 270 300 220 437 29
 271 301 220 510 59
 272 304 222 262 52
 273 305 222 361 51
 274 306 223 372 29
 275 307 223 613 32
 276 308 224 425 61
 277 309 225 510 51
 278 310 225 2218 41
 279 311 226 227 35
 280 312 226 348 53
 281 320 233 341 51
 282 325 236 384 46
 283 326 236 385 41
 284 327 237 373 65
 285 328 237 516 55
 286 329 238 361 54
 287 330 238 492 52
 288 331 239 284 48
 289 332 240 340 39
 290 333 240 401 33
 291 335 241 287 40
 292 336 241 503 51
 293 337 242 324 46
 294 338 242 440 50
 295 339 243 306 53
 296 340 243 309 57
 297 341 244 486 59
 298 342 244 520 61
 299 343 245 253 35
 300 344 245 254 57
 301 345 245 281 53
 302 346 245 299 48
 303 347 245 396 30
 304 349 246 304 61
 305 351 246 471 54
 306 353 248 474 55
 307 354 249 294 60
 308 355 249 474 60
 309 359 253 352 33
 310 360 254 338 56
 311 361 255 336 44
 312 362 255 369 57
 313 363 256 320 55
 314 364 257 363 51
 315 365 257 458 55
 316 366 258 265 57
 317 367 258 1753 55
 318 369 260 365 51
 319 370 260 493 57
 320 371 261 272 34
 321 372 261 353 33
 322 373 262 438 48
 323 374 263 323 52
 324 375 263 411 53
 325 376 264 516 54
 326 377 264 537 57
 327 378 265 283 51
 328 380 266 408 49
 329 381 266 525 54
 330 382 267 280 34
 331 383 267 519 34
 332 385 269 332 53
 333 386 269 511 57
 334 388 272 353 33
 335 389 273 304 62
 336 390 274 281 61
 337 391 274 288 49
 338 392 275 280 34
 339 393 275 534 53
 340 396 277 293 30
 341 397 277 406 59
 342 398 278 526 56
 343 399 278 534 56
 344 400 279 441 39
 345 401 281 472 44
 346 402 282 291 44
 347 403 282 471 56
 348 404 283 350 44
 349 405 283 1787 57
 350 406 284 308 51
 351 407 285 286 62
 352 408 286 337 47
 353 409 286 473 34
 354 410 287 318 49
 355 411 288 352 52
 356 412 289 299 53
 357 413 289 472 54
 358 414 290 294 45
 359 415 290 336 52
 360 416 291 429 47
 361 417 293 296 30
 362 418 294 346 51
 363 419 294 524 55
 364 421 295 425 52
 365 422 295 537 47
 366 423 296 519 52
 367 424 297 298 56
 368 425 297 353 52
 369 426 298 525 52
 370 427 300 430 50
 371 428 300 658 44
 372 429 300 708 55
 373 430 303 442 55
 374 431 303 2124 48
 375 432 305 345 55
 376 433 305 460 54
 377 434 305 512 55
 378 435 306 493 49
 379 436 307 462 56
 380 437 307 508 49
 381 439 309 520 59
 382 440 310 312 52
 383 441 310 420 57
 384 443 310 477 55
 385 444 311 312 47
 386 445 311 372 34
 387 446 312 323 53
 388 448 314 381 46
 389 449 314 387 44
 390 450 315 341 44
 391 451 315 2249 51
 392 454 317 468 50
 393 455 317 514 51
 394 456 318 467 53
 395 458 320 348 56
 396 459 321 451 58
 397 461 321 467 69
 398 462 321 485 47
 399 463 321 506 57
 400 465 322 351 33
 401 466 322 389 48
 402 467 322 452 49
 403 468 322 455 63
 404 470 322 478 53
 405 471 322 490 43
 406 472 324 538 52
 407 473 325 371 34
 408 474 325 375 35
 409 475 326 364 33
 410 480 334 395 59
 411 481 335 369 44
 412 482 335 2331 41
 413 483 336 347 51
 414 484 337 377 34
 415 485 337 379 60
 416 486 338 394 53
 417 488 342 445 50
 418 489 342 624 40
 419 490 342 710 39
 420 491 343 377 32
 421 492 344 346 45
 422 493 344 381 44
 423 494 344 523 52
 424 495 345 347 54
 425 496 347 386 46
 426 497 350 526 55
 427 498 352 406 50
 428 499 353 429 58
 429 500 354 370 62
 430 502 356 360 59
 431 503 356 432 56
 432 504 357 509 46
 433 505 357 523 46
 434 507 359 375 34
 435 508 359 378 60
 436 509 359 393 63
 437 510 361 374 62
 438 512 363 477 53
 439 513 364 439 35
 440 514 365 416 55
 441 515 365 440 62
 442 516 366 484 43
 443 517 366 504 36
 444 518 366 578 41
 445 519 367 370 64
 446 520 367 445 51
 447 521 368 376 59
 448 523 371 378 62
 449 524 373 393 62
 450 525 374 395 61
 451 526 374 428 56
 452 527 379 432 60
 453 528 380 410 52
 454 529 380 1602 54
 455 532 385 389 50
 456 533 387 415 32
 457 538 394 532 55
 458 539 396 526 49
 459 544 401 434 35
 460 550 408 417 58
 461 551 409 532 53
 462 552 409 660 45
 463 553 410 525 56
 464 554 411 412 40
 465 555 411 423 52
 466 556 411 426 46
 467 557 412 413 42
 468 558 413 612 43
 469 559 413 643 55
 470 560 416 451 49
 471 561 417 447 57
 472 563 420 477 57
 473 565 424 612 42
 474 566 424 722 48
 475 567 425 438 48
 476 568 425 492 47
 477 569 425 536 68
 478 570 426 535 57
 479 572 430 613 53
 480 573 439 676 33
 481 574 441 527 60
 482 579 448 482 38
 483 580 452 504 44
 484 581 455 464 47
 485 582 455 502 54
 486 583 456 490 48
 487 584 456 494 50
 488 586 457 476 50
 489 587 457 514 29
 490 588 460 535 56
 491 589 461 508 37
 492 590 461 515 51
 493 591 462 465 59
 494 592 463 497 56
 495 593 463 514 49
 496 594 464 515 49
 497 595 465 494 53
 498 596 468 531 42
 499 599 476 507 54
 500 601 477 501 54
 501 603 478 531 49
 502 606 482 1078 32
 503 607 482 2043 52
 504 610 484 494 43
 505 611 485 489 52
 506 612 486 507 62
 507 613 489 500 50
 508 614 489 505 51
 509 615 490 491 44
 510 616 491 494 50
 511 618 493 500 51
 512 619 493 505 51
 513 621 497 506 57
 514 623 501 515 47
 515 624 503 515 45
 516 625 509 512 54
 517 626 511 524 47
 518 628 519 526 52
 519 630 536 538 57
 520 631 539 540 49
 521 632 539 559 48
 522 633 539 633 32
 523 634 539 737 55
 524 635 539 776 44
 525 636 540 544 41
 526 637 540 634 32
 527 638 540 650 42
 528 639 540 652 44
 529 640 540 653 52
 530 642 542 712 49
 531 643 542 737 55
 532 644 542 751 33
 533 645 543 560 37
 534 646 543 617 47
 535 647 543 740 51
 536 648 544 696 43
 537 649 545 546 48
 538 650 545 587 42
 539 651 545 727 49
 540 652 545 756 36
 541 653 546 575 47
 542 654 546 725 43
 543 655 546 730 31
 544 656 546 739 59
 545 657 546 755 48
 546 658 547 631 54
 547 659 547 672 53
 548 660 547 751 33
 549 661 548 573 43
 550 662 548 660 41
 551 664 549 671 54
 552 665 549 760 46
 553 667 551 746 43
 554 668 551 750 33
 555 669 551 757 47
 556 670 551 784 41
 557 671 552 553 35
 558 672 552 588 36
 559 673 552 643 32
 560 674 552 771 49
 561 675 553 658 46
 562 676 554 703 46
 563 677 554 744 47
 564 678 555 693 49
 565 679 555 785 48
 566 680 556 559 43
 567 681 556 674 41
 568 682 556 781 41
 569 683 557 558 46
 570 684 557 690 49
 571 685 557 733 51
 572 686 558 579 49
 573 687 560 617 41
 574 690 563 569 33
 575 691 563 571 33
 576 692 564 598 44
 577 693 564 655 45
 578 694 564 669 43
 579 695 565 654 42
 580 696 565 655 53
 581 697 565 664 47
 582 698 565 762 43
 583 699 566 568 33
 584 700 566 571 33
 585 701 567 700 33
 586 702 567 716 43
 587 703 568 569 42
 588 704 568 672 50
 589 705 568 712 48
 590 706 569 656 38
 591 707 569 712 47
 592 708 570 666 54
 593 709 570 733 51
 594 710 572 694 54
 595 711 572 722 54
 596 712 573 594 31
 597 713 573 613 32
 598 715 575 741 49
 599 716 576 721 44
 600 717 576 732 49
 601 718 577 581 49
 602 719 577 685 44
 603 720 578 661 39
 604 721 579 582 46
 605 723 581 755 45
 606 724 581 765 50
 607 725 582 688 48
 608 726 582 749 48
 609 727 583 607 55
 610 728 583 619 53
 611 729 584 585 55
 612 730 584 697 56
 613 731 585 778 51
 614 732 586 762 47
 615 733 586 765 39
 616 734 587 628 47
 617 735 588 595 39
 618 736 588 643 34
 619 737 589 717 34
 620 738 589 753 35
 621 739 590 755 44
 622 740 590 780 53
 623 741 591 596 54
 624 742 591 667 47
 625 743 592 593 32
 626 744 592 738 32
 627 745 593 772 44
 628 746 594 713 36
 629 747 595 771 51
 630 748 596 742 59
 631 750 598 675 40
 632 752 600 669 42
 633 753 600 727 46
 634 754 601 630 51
 635 755 601 708 50
 636 756 602 604 36
 637 757 602 615 36
 638 758 603 604 33
 639 759 603 706 31
 640 760 605 615 33
 641 761 605 626 35
 642 762 606 670 56
 643 763 606 926 55
 644 764 607 670 54
 645 766 609 677 43
 646 767 609 680 43
 647 768 610 668 46
 648 769 610 694 42
 649 770 611 683 39
 650 771 611 750 41
 651 772 612 613 43
 652 773 612 769 39
 653 774 613 627 33
 654 775 614 626 33
 655 776 614 707 33
 656 777 615 665 33
 657 778 615 774 49
 658 779 616 618 57
 659 780 616 619 52
 660 781 617 620 56
 661 782 618 620 57
 662 783 619 756 48
 663 784 621 622 37
 664 785 621 746 34
 665 786 622 624 36
 666 787 623 663 45
 667 788 623 712 48
 668 789 625 690 48
 669 790 625 1348 41
 670 791 627 691 41
 671 792 628 699 56
 672 793 628 727 54
 673 794 629 667 51
 674 795 629 763 44
 675 796 630 645 56
 676 797 631 645 55
 677 798 632 634 34
 678 799 632 649 46
 679 800 633 634 33
 680 801 633 645 42
 681 802 635 637 44
 682 803 635 732 43
 683 804 635 742 54
 684 805 636 740 45
 685 806 636 744 43
 686 807 637 743 52
 687 808 638 639 34
 688 809 638 650 43
 689 810 639 650 48
 690 811 639 653 48
 691 812 640 644 40
 692 813 640 653 47
 693 814 641 644 31
 694 815 641 645 34
 695 816 641 647 50
 696 817 642 678 44
 697 818 642 785 47
 698 819 644 645 46
 699 820 644 650 43
 700 821 644 686 47
 701 822 644 734 58
 702 823 645 650 44
 703 824 646 770 32
 704 825 646 773 39
 705 826 647 649 47
 706 827 648 651 48
 707 828 648 652 49
 708 829 651 776 47
 709 830 654 655 48
 710 831 655 701 47
 711 832 656 773 37
 712 833 657 1444 46
 713 834 657 1486 40
 714 835 659 703 52
 715 836 659 703 50
 716 837 661 769 43
 717 838 662 663 53
 718 839 662 760 44
 719 840 662 782 47
 720 841 663 778 45
 721 842 663 780 48
 722 843 664 689 53
 723 844 665 676 31
 724 845 665 706 37
 725 846 666 707 61
 726 847 667 703 49
 727 848 668 696 44
 728 849 670 1469 52
 729 850 671 754 51
 730 852 674 695 47
 731 853 675 758 42
 732 854 677 679 55
 733 855 678 679 43
 734 856 678 684 32
 735 857 678 731 38
 736 858 678 750 38
 737 859 679 683 34
 738 860 679 684 32
 739 861 679 685 48
 740 862 680 688 45
 741 863 680 701 47
 742 865 686 770 48
 743 866 687 745 30
 744 867 687 747 34
 745 868 688 689 59
 746 869 688 1359 49
 747 870 689 749 43
 748 871 689 1402 45
 749 872 691 692 42
 750 873 692 718 43
 751 874 693 694 52
 752 875 695 696 46
 753 876 697 766 56
 754 877 698 702 52
 755 878 698 704 33
 756 879 699 703 56
 757 880 700 710 35
 758 881 702 703 33
 759 882 703 704 33
 760 883 705 709 33
 761 884 705 728 28
 762 885 706 707 35
 763 886 707 772 51
 764 887 709 716 42
 765 888 709 720 48
 766 889 711 714 54
 767 890 711 727 51
 768 891 711 729 54
 769 892 713 720 46
 770 893 714 724 53
 771 894 715 739 59
 772 895 715 1190 53
 773 896 716 717 36
 774 897 716 750 32
 775 898 716 785 32
 776 899 717 719 53
 777 900 717 728 48
 778 901 717 736 36
 779 902 718 719 55
 780 903 721 755 44
 781 904 723 726 48
 782 905 723 748 49
 783 906 724 730 53
 784 907 725 748 43
 785 908 726 727 45
 786 909 726 729 45
 787 910 726 743 52
 788 911 731 754 35
 789 912 734 735 54
 790 913 735 737 49
 791 914 736 777 30
 792 915 738 1430 37
 793 916 740 752 47
 794 917 740 779 42
 795 918 741 752 53
 796 919 744 768 49
 797 920 745 784 33
 798 921 747 777 28
 799 922 750 753 45
 800 923 754 759 52
 801 924 755 781 40
 802 925 757 774 42
 803 926 758 759 34
 804 927 763 764 53
 805 929 764 778 46
 806 930 766 778 63
 807 931 768 779 38
 808 932 770 771 48
 809 933 775 1133 33
 810 934 775 1414 35
 811 935 778 783 31
 812 936 782 783 32
 813 943 792 1240 49
 814 944 792 1525 50
 815 946 794 1334 35
 816 947 794 1385 36
 817 948 795 1108 34
 818 949 795 1520 36
 819 950 796 797 32
 820 952 796 1011 34
 821 953 796 1103 41
 822 954 796 1419 34
 823 958 797 1004 34
 824 959 797 1379 33
 825 961 798 799 44
 826 963 798 1163 34
 827 965 799 996 44
 828 970 802 1087 34
 829 971 802 1586 37
 830 973 804 1345 33
 831 974 804 1426 41
 832 977 807 1328 44
 833 978 807 1479 45
 834 979 808 971 37
 835 980 808 1227 32
 836 981 809 904 36
 837 982 809 1216 33
 838 985 812 860 53
 839 986 812 918 54
 840 987 813 877 33
 841 988 813 1054 44
 842 989 814 1462 34
 843 990 814 1488 32
 844 991 815 928 34
 845 992 815 1156 33
 846 993 815 1315 35
 847 995 817 1079 42
 848 996 817 1477 47
 849 998 819 954 32
 850 999 819 993 32
 851 1000 820 838 48
 852 1001 820 1393 59
 853 1002 821 822 55
 854 1004 821 920 46
 855 1005 821 1076 33
 856 1006 821 1199 34
 857 1009 822 919 34
 858 1010 822 924 54
 859 1011 822 1355 56
 860 1015 825 1232 33
 861 1016 825 1566 41
 862 1017 826 1003 51
 863 1018 826 1566 60
 864 1019 827 911 38
 865 1020 827 1337 40
 866 1022 829 1268 48
 867 1023 829 1489 24
 868 1024 830 883 54
 869 1025 830 1334 34
 870 1028 833 1230 38
 871 1029 833 1553 51
 872 1030 834 886 31
 873 1031 834 991 47
 874 1032 834 1175 53
 875 1033 834 1178 44
 876 1034 834 1467 37
 877 1035 835 1020 24
 878 1036 835 1106 44
 879 1037 836 890 41
 880 1038 836 1105 35
 881 1040 837 1097 36
 882 1041 837 1552 38
 883 1042 838 966 43
 884 1045 840 887 33
 885 1046 840 1562 33
 886 1053 849 1320 33
 887 1054 849 1426 31
 888 1055 850 1087 34
 889 1056 850 1594 36
 890 1057 851 1066 38
 891 1058 851 1328 34
 892 1059 851 1538 52
 893 1060 852 1560 33
 894 1061 852 1589 33
 895 1064 855 997 30
 896 1065 855 1573 34
 897 1068 857 1169 33
 898 1069 857 1293 34
 899 1071 858 1162 45
 900 1073 858 1205 43
 901 1074 858 1372 50
 902 1076 859 1113 48
 903 1078 859 1358 49
 904 1079 859 1362 34
 905 1080 860 1556 51
 906 1081 861 1107 50
 907 1082 861 1585 33
 908 1083 862 947 47
 909 1084 862 1561 55
 910 1087 865 1432 49
 911 1088 865 1575 32
 912 1089 866 1196 47
 913 1090 866 1531 43
 914 1093 869 888 36
 915 1094 869 914 44
 916 1095 870 1214 47
 917 1096 870 1411 29
 918 1097 870 1418 49
 919 1098 871 896 31
 920 1099 871 1418 57
 921 1100 872 1020 39
 922 1101 872 1384 42
 923 1103 874 1098 37
 924 1104 874 1552 33
 925 1106 876 1323 60
 926 1107 876 1389 53
 927 1108 877 1050 43
 928 1109 878 879 49
 929 1110 878 1320 33
 930 1111 878 1543 43
 931 1112 879 1325 49
 932 1113 879 1426 33
 933 1114 882 1470 59
 934 1115 882 1503 54
 935 1116 883 1490 59
 936 1118 885 890 34
 937 1119 885 1476 32
 938 1120 886 1294 36
 939 1121 887 1178 36
 940 1122 888 996 42
 941 1123 889 1076 33
 942 1124 889 1207 33
 943 1125 891 1057 33
 944 1126 891 1459 37
 945 1127 892 893 37
 946 1129 892 1206 47
 947 1130 892 1448 38
 948 1131 893 1312 32
 949 1132 893 1449 43
 950 1133 894 1077 51
 951 1134 894 1514 50
 952 1135 895 986 34
 953 1136 895 1424 33
 954 1137 896 1083 34
 955 1139 898 1289 32
 956 1140 898 2089 33
 957 1142 900 1230 50
 958 1143 900 1482 51
 959 1144 901 961 35
 960 1145 901 1561 45
 961 1147 903 916 44
 962 1148 903 1184 53
 963 1149 904 1201 37
 964 1150 905 906 52
 965 1151 905 1372 49
 966 1152 905 1569 33
 967 1153 906 1095 47
 968 1154 906 1570 33
 969 1158 909 1058 54
 970 1159 909 1245 52
 971 1160 910 1156 33
 972 1161 910 1251 33
 973 1162 911 979 50
 974 1163 911 1478 47
 975 1164 912 965 46
 976 1165 912 1025 31
 977 1166 912 1293 53
 978 1167 912 1294 47
 979 1168 912 1420 31
 980 1169 912 1572 48
 981 1170 913 1454 32
 982 1171 913 1577 30
 983 1172 914 1279 32
 984 1175 915 1095 41
 985 1176 915 1236 48
 986 1179 916 1095 46
 987 1180 917 1413 43
 988 1181 917 1426 33
 989 1182 918 1503 57
 990 1183 919 974 40
 991 1184 919 1049 48
 992 1185 919 1077 51
 993 1186 920 1102 37
 994 1187 920 1343 32
 995 1188 920 1575 36
 996 1189 921 1207 33
 997 1190 921 1344 50
 998 1191 921 1513 40
 999 1193 924 1071 51
 1000 1195 926 1190 48
 1001 1197 928 1220 34
 1002 1198 929 1139 48
 1003 1199 929 1240 44
 1004 1200 929 1410 54
 1005 1206 936 1235 52
 1006 1207 936 1565 58
 1007 1209 938 1095 44
 1008 1210 938 1531 33
 1009 1211 939 1416 52
 1010 1212 939 1513 47
 1011 1217 943 1274 34
 1012 1218 943 1539 34
 1013 1221 947 1229 48
 1014 1222 948 1199 34
 1015 1223 948 1256 44
 1016 1224 949 1087 54
 1017 1225 949 1422 60
 1018 1229 953 1075 39
 1019 1230 953 1184 41
 1020 1231 954 968 36
 1021 1239 961 1282 27
 1022 1240 962 978 49
 1023 1241 962 1581 35
 1024 1242 963 1331 36
 1025 1243 963 1460 43
 1026 1244 964 1338 47
 1027 1245 964 1345 38
 1028 1246 965 973 34
 1029 1247 966 967 47
 1030 1248 966 1149 37
 1031 1249 966 1215 53
 1032 1251 967 982 53
 1033 1252 967 1268 59
 1034 1254 967 1502 50
 1035 1255 968 979 33
 1036 1256 968 1025 42
 1037 1260 971 1382 35
 1038 1261 972 1235 45
 1039 1262 972 1384 52
 1040 1263 973 979 40
 1041 1266 974 1431 51
 1042 1267 975 1354 30
 1043 1268 975 1366 28
 1044 1271 978 998 33
 1045 1272 978 1024 34
 1046 1273 978 1293 53
 1047 1274 978 1318 35
 1048 1275 978 1478 51
 1049 1276 979 1319 36
 1050 1277 979 1501 52
 1051 1279 981 1292 52
 1052 1280 981 1402 54
 1053 1281 982 1470 60
 1054 1284 985 1058 46
 1055 1285 985 1306 52
 1056 1286 986 1307 34
 1057 1292 991 1501 46
 1058 1293 992 1183 37
 1059 1294 992 1459 37
 1060 1295 993 994 33
 1061 1296 994 1289 35
 1062 1297 994 1407 34
 1063 1298 995 1017 38
 1064 1299 995 1112 41
 1065 1300 995 1145 44
 1066 1301 995 1378 32
 1067 1302 995 1539 49
 1068 1303 996 1401 34
 1069 1304 997 1111 37
 1070 1305 997 1127 32
 1071 1306 997 1222 24
 1072 1307 998 1572 34
 1073 1308 999 1241 45
 1074 1309 999 1311 48
 1075 1313 1003 1491 46
 1076 1314 1004 1008 35
 1077 1319 1008 1552 35
 1078 1321 1011 1552 39
 1079 1322 1012 1193 50
 1080 1323 1012 1553 55
 1081 1327 1017 1191 37
 1082 1328 1018 1192 33
 1083 1329 1018 1401 33
 1084 1332 1020 1522 34
 1085 1337 1024 1025 34
 1086 1338 1024 1308 30
 1087 1341 1026 1153 45
 1088 1342 1026 1583 43
 1089 1346 1030 1031 33
 1090 1347 1030 1524 33
 1091 1348 1031 1216 33
 1092 1356 1039 1040 34
 1093 1357 1039 1216 33
 1094 1358 1040 1524 34
 1095 1361 1043 1142 38
 1096 1362 1043 1217 38
 1097 1363 1044 1217 48
 1098 1364 1044 1523 50
 1099 1365 1045 1306 52
 1100 1366 1045 1536 54
 1101 1370 1049 1450 46
 1102 1371 1050 1147 40
 1103 1372 1051 1071 50
 1104 1373 1051 1440 48
 1105 1374 1052 1436 45
 1106 1375 1052 1439 45
 1107 1376 1053 1083 33
 1108 1377 1053 1223 39
 1109 1378 1053 1243 34
 1110 1379 1053 1266 37
 1111 1380 1054 1161 32
 1112 1381 1054 1436 42
 1113 1382 1054 1450 27
 1114 1383 1055 1079 39
 1115 1384 1055 1489 42
 1116 1386 1057 1083 45
 1117 1387 1059 1237 34
 1118 1388 1059 1331 36
 1119 1393 1065 1284 48
 1120 1394 1065 1549 49
 1121 1395 1066 1425 33
 1122 1396 1066 1589 33
 1123 1399 1069 1390 31
 1124 1400 1069 1546 32
 1125 1401 1070 1326 34
 1126 1402 1070 1356 34
 1127 1403 1074 1133 40
 1128 1404 1074 1552 44
 1129 1405 1075 1335 51
 1130 1406 1078 1120 45
 1131 1408 1081 1184 45
 1132 1409 1081 1385 45
 1133 1410 1082 1099 34
 1134 1411 1082 1119 33
 1135 1412 1082 1266 37
 1136 1413 1084 1138 33
 1137 1414 1084 1343 33
 1138 1416 1086 1244 33
 1139 1417 1086 1328 48
 1140 1418 1087 1557 35
 1141 1419 1088 1182 51
 1142 1420 1088 1219 26
 1143 1421 1088 1593 32
 1144 1422 1089 1431 49
 1145 1423 1089 1574 36
 1146 1430 1094 1491 45
 1147 1431 1094 1545 40
 1148 1432 1095 1511 47
 1149 1433 1095 1532 46
 1150 1434 1096 1220 33
 1151 1435 1096 1403 34
 1152 1436 1096 1492 34
 1153 1437 1096 1495 34
 1154 1439 1097 1098 38
 1155 1440 1097 1120 31
 1156 1442 1098 1419 33
 1157 1444 1099 1237 34
 1158 1446 1101 1232 60
 1159 1447 1101 1374 53
 1160 1448 1102 1585 32
 1161 1449 1103 1571 34
 1162 1450 1104 1190 48
 1163 1451 1104 1359 46
 1164 1452 1105 1167 30
 1165 1453 1106 1166 42
 1166 1454 1106 1170 51
 1167 1455 1107 1108 45
 1168 1456 1107 1343 30
 1169 1457 1108 1451 45
 1170 1460 1111 1535 34
 1171 1461 1112 1275 44
 1172 1462 1113 1511 45
 1173 1463 1114 1267 49
 1174 1464 1114 1354 31
 1175 1466 1114 1483 40
 1176 1467 1115 1181 54
 1177 1468 1115 1484 43
 1178 1469 1115 1500 42
 1179 1473 1119 1271 33
