brcIdx,frmBusIdx,toBusIdx,x,rateA,pkPreRT,pkRT_ISO,pkPostRTSCED,pkPostRTACtual,pkPostRTVio
24,310,6,0.061880,250.000000,-250.000000,-251.852425,-250.000000,-248.147575,-1.852425
25,12,7,0.087420,381.000000,-19.018613,-25.040903,-32.545822,-26.523532,-354.476468
26,13,7,0.013260,335.000000,-4.596575,9.734792,22.610545,8.279179,-326.720821
27,19,7,0.040700,323.000000,-22.417378,-30.353730,-39.796571,-31.860218,-291.139782
28,21,7,0.006510,160.000000,-126.871784,-124.990867,-125.346231,-127.227148,-32.772852
29,29,7,0.074980,362.000000,159.757776,176.837438,196.425521,179.345859,-182.654141
30,321,7,0.033680,250.000000,-165.389832,-171.684507,-172.401518,-166.106842,-83.893158
31,322,7,0.067750,160.000000,-136.503759,-139.027975,-139.513115,-136.988898,-23.011102
32,8,18,0.039770,1316.000000,-326.486402,-304.668431,-282.750002,-304.567973,-1011.432027
33,332,9,0.052440,330.000000,-126.737999,-131.952380,-132.685492,-127.471111,-202.528889
34,171,10,0.104130,464.000000,-122.987735,-123.119352,-127.223447,-127.091831,-336.908169
35,346,10,0.068390,160.000000,-17.062378,-17.305274,-16.366806,-16.123910,-143.876090
36,347,10,0.068390,160.000000,-100.257587,-100.500483,-99.979573,-99.736677,-60.263323
37,16,11,0.039520,464.000000,214.605146,204.407013,204.298658,214.496791,-249.503209
38,17,11,0.039520,464.000000,256.661460,252.578049,253.219857,257.303268,-206.696732
39,111,11,0.061960,394.000000,-93.821204,-95.323909,-100.621080,-99.118375,-294.881625
40,352,11,0.069010,160.000000,-123.130187,-119.605164,-119.150745,-122.675769,-37.324231
41,353,11,0.069010,160.000000,-97.070215,-101.237519,-101.461596,-97.294292,-62.705708
42,140,12,0.105890,464.000000,124.019517,122.366832,113.211288,114.863973,-349.136027
43,359,12,0.066120,160.000000,-94.319261,-96.792043,-96.134665,-93.661882,-66.338118
44,360,12,0.066120,160.000000,-48.718870,-50.615692,-49.622445,-47.725623,-112.274377
45,29,13,0.081140,339.000000,148.380436,161.821392,177.818212,164.377256,-174.622744
46,365,13,0.069010,160.000000,-69.994130,-71.999444,-74.199378,-72.194063,-87.805937
47,366,13,0.069010,160.000000,-82.982881,-80.087156,-81.008289,-83.904015,-76.095985
48,17,14,0.028530,464.000000,285.658936,262.355347,259.990280,283.293870,-180.706130
49,367,14,0.067980,160.000000,-88.098141,-70.301425,-66.985977,-84.782693,-75.217307
50,368,14,0.069010,160.000000,-57.698585,-44.719953,-45.038908,-58.017540,-101.982460
51,18,15,0.042620,1662.000000,482.352222,471.272223,459.478479,470.558478,-1191.441522
52,15,165,0.024740,831.000000,405.975739,402.245326,411.850776,415.581189,-415.418811
53,374,15,0.061880,250.000000,-171.035048,-183.744929,-181.670947,-168.961066,-81.038934
54,16,18,0.025190,500.000000,118.111634,137.101813,144.939282,125.949103,-374.050897
55,16,73,0.062400,464.000000,78.457417,85.232592,78.974286,72.199111,-391.800889
56,17,18,0.025190,500.000000,184.092799,212.676221,221.690603,193.107180,-306.892820
57,17,74,0.064050,464.000000,127.985242,137.971963,131.950279,121.963558,-342.036442
58,20,18,0.007490,1427.000000,-184.777134,-210.628450,-209.012301,-183.160985,-1243.839015
59,75,18,0.023690,1434.000000,-80.788930,-88.805309,-74.704894,-66.688514,-1367.311486
60,18,76,0.016250,1662.000000,118.273327,130.071121,109.492044,97.694250,-1564.305750
61,18,101,0.027690,1662.000000,213.555449,217.761530,191.323276,187.117195,-1474.882805
62,124,19,0.123660,464.000000,102.597325,99.618645,89.347900,92.326580,-371.673420
63,425,19,0.068180,160.000000,-125.014703,-129.972376,-129.144471,-124.186798,-35.813202
64,67,20,0.034250,831.000000,-6.662546,-8.341445,-10.480146,-8.801246,-822.198754
65,447,20,0.061190,250.000000,-102.124962,-112.907136,-110.423210,-99.641036,-150.358964
66,448,20,0.061190,250.000000,-75.989626,-89.379869,-88.108945,-74.718703,-175.281297
67,502,21,0.071070,160.000000,-126.871784,-124.990867,-125.346231,-127.227148,-32.772852
68,112,22,0.026180,362.000000,5.172267,-7.067870,-14.360711,-2.120574,-359.879426
69,526,22,0.069010,160.000000,-69.372049,-69.145573,-67.541264,-67.767740,-92.232260
70,527,22,0.069010,160.000000,-15.677926,-4.457218,-3.630210,-14.850920,-145.149080
71,37,23,0.070310,394.000000,-25.267104,-40.334211,-42.397426,-27.330319,-366.669681
72,46,23,0.048680,457.000000,37.238604,47.593706,57.857200,47.502098,-409.497902
73,53,23,0.065580,274.000000,80.816838,77.924371,72.111282,75.003750,-198.996250
74,540,23,0.066800,160.000000,-92.788338,-85.183865,-87.571056,-95.175529,-64.824471
75,54,24,0.057270,160.000000,53.208425,62.082665,62.870382,53.996142,-106.003858
76,545,24,0.067150,160.000000,-53.208425,-62.082665,-62.870382,-53.996142,-106.003858
77,41,25,0.041450,274.000000,89.006504,84.824991,82.887989,87.069502,-186.930498
78,53,25,0.033680,464.000000,-111.492518,-99.286102,-93.756301,-105.962717,-358.037283
79,54,25,0.001400,464.000000,81.193747,66.627354,63.003959,77.570352,-386.429648
80,564,25,0.078080,160.000000,-58.707733,-52.166243,-52.135646,-58.677136,-101.322864
81,38,26,0.051960,160.000000,69.259716,74.503664,74.777823,69.533874,-90.466126
82,568,26,0.066160,160.000000,-69.259716,-74.503664,-74.777823,-69.533874,-90.466126
83,28,27,0.000100,876.000000,76.735121,70.783517,65.384584,71.336187,-804.663813
84,33,27,0.014940,160.000000,-101.249495,-81.660144,-81.185079,-100.774430,-59.225570
85,48,27,0.062150,362.000000,-99.349251,-84.580904,-69.270630,-84.038976,-277.961024
86,27,74,0.072310,304.000000,-123.863625,-95.457531,-85.071125,-113.477219,-190.522781
87,47,28,0.017980,464.000000,-73.187744,-57.336266,-57.647410,-73.498888,-390.501112
88,28,88,0.081610,362.000000,-149.922865,-128.119784,-123.031994,-144.835075,-217.164925
89,30,29,0.000100,876.000000,-52.428748,-27.991813,-45.205949,-69.642884,-806.357116
90,29,32,0.020970,500.000000,-293.972048,-260.551399,-211.108350,-244.528999,-255.471001
91,45,29,0.040210,464.000000,-66.725510,-56.097743,-62.904503,-73.532271,-390.467729
92,48,29,0.042830,464.000000,-31.708962,-22.418730,-33.550364,-42.840595,-421.159405
93,613,29,0.067750,160.000000,-19.778479,-5.388146,-15.724857,-30.115189,-129.884811
94,46,30,0.040210,464.000000,-66.522296,-56.007205,-62.779836,-73.294928,-390.705072
95,49,30,0.045410,362.000000,-29.926452,-21.200608,-31.642113,-40.367956,-321.632044
96,32,31,0.000100,1593.000000,-609.059699,-559.187996,-508.157812,-558.029514,-1034.970486
97,39,31,0.021440,1385.000000,42.766879,41.214712,29.174434,30.726601,-1354.273399
98,36,32,0.018900,498.000000,-315.087651,-298.636597,-297.049462,-313.500515,-184.499485
99,615,33,0.069460,160.000000,-101.249495,-81.660144,-81.185079,-100.774430,-59.225570
100,35,34,0.000100,1593.000000,-145.791968,-157.777146,-157.046547,-145.061369,-1447.938631
101,34,51,0.014060,1385.000000,-221.110708,-248.122090,-247.389893,-220.378512,-1164.621488
102,183,34,0.022870,1385.000000,-75.318741,-90.344943,-90.343346,-75.317143,-1309.682857
103,183,35,0.022870,1385.000000,-74.681259,-89.655057,-89.656654,-74.682857,-1310.317143
104,617,35,0.060520,250.000000,-71.110708,-68.122090,-67.389893,-70.378512,-179.621488
105,644,36,0.060520,250.000000,-158.881629,-150.587008,-149.786705,-158.081326,-91.918674
106,645,36,0.061560,250.000000,-156.206022,-148.049589,-147.262756,-155.419189,-94.580811
107,38,37,0.000100,876.000000,23.882188,12.916038,11.874651,22.840801,-853.159199
108,663,37,0.066160,160.000000,-49.149292,-53.250249,-54.272077,-50.171120,-109.828880
109,55,38,0.020760,394.000000,93.141904,87.419702,86.652474,92.374675,-301.625325
110,40,39,0.000100,1593.000000,122.686879,105.150712,93.110434,110.646601,-1482.353399
111,682,39,0.059840,250.000000,-79.920000,-63.936000,-63.936000,-79.920000,-170.080000
112,44,40,0.012770,1385.000000,294.541068,249.030714,235.030561,280.540914,-1104.459086
113,679,40,0.062350,250.000000,-171.854189,-143.880002,-141.920126,-169.894313,-80.105687
114,42,41,0.000100,876.000000,-233.989125,-209.117485,-206.427808,-231.299448,-644.700552
115,41,43,0.030000,400.000000,-89.492728,-73.837989,-71.865289,-87.520027,-312.479973
116,80,41,0.043800,609.000000,45.492901,29.696486,27.042508,42.838923,-566.161077
117,47,42,0.065640,274.000000,-71.905215,-62.536997,-62.739223,-72.107441,-201.892559
118,54,42,0.026430,392.000000,-134.402172,-128.710020,-125.874341,-131.566493,-260.433507
119,689,42,0.068390,160.000000,-85.691738,-78.278468,-78.222244,-85.635514,-74.364486
120,44,43,0.000100,1593.000000,-202.781817,-196.988606,-191.405900,-197.199110,-1395.800890
121,99,43,0.019940,831.000000,-93.745456,-119.989404,-127.544811,-101.300863,-729.699137
122,50,44,0.010970,1662.000000,-294.260749,-338.773892,-347.191339,-302.678196,-1359.321804
123,46,45,0.000100,876.000000,29.283692,8.413499,4.922636,25.792830,-850.207170
124,49,45,0.060970,394.000000,21.630797,21.160758,17.844860,18.314899,-375.685101
125,706,47,0.067750,160.000000,-72.568129,-59.951515,-60.207229,-72.823844,-87.176156
126,707,47,0.067750,160.000000,-72.524829,-59.921748,-60.179404,-72.782485,-87.217515
127,49,48,0.000100,876.000000,-61.082305,-53.246041,-44.268623,-52.104888,-823.895112
128,717,48,0.067830,160.000000,-69.975907,-53.753593,-58.552370,-74.774684,-85.225316
129,716,49,0.068310,160.000000,-69.377960,-53.285890,-58.065876,-74.157945,-85.842055
130,51,50,0.000100,1593.000000,-327.735564,-353.801444,-351.643372,-325.577492,-1267.422508
131,98,50,0.017880,831.000000,76.233455,74.242280,70.974633,72.965809,-758.034191
132,100,50,0.055440,831.000000,67.111769,49.738332,40.965206,58.338643,-772.661357
133,726,50,0.060800,250.000000,-109.870408,-108.953059,-107.487806,-108.405155,-141.594845
134,727,51,0.062350,250.000000,-106.624855,-105.679354,-104.253479,-105.198980,-144.801020
135,53,52,0.008780,160.000000,30.675680,21.361731,21.645019,30.958968,-129.041032
136,754,52,0.067540,160.000000,-30.675680,-21.361731,-21.645019,-30.958968,-129.041032
137,181,55,0.083530,394.000000,174.000000,174.000000,174.000000,174.000000,-220.000000
138,778,55,0.067620,160.000000,-80.858096,-86.580298,-87.347526,-81.625325,-78.374675
139,74,56,0.012810,394.000000,99.645588,116.476134,117.420155,100.589609,-293.410391
140,796,56,0.067770,160.000000,-99.645588,-116.476134,-117.420155,-100.589609,-59.410391
141,81,57,0.004960,137.000000,22.980000,18.384000,18.384000,22.980000,-114.020000
142,80,58,0.004960,137.000000,21.980000,17.584000,17.584000,21.980000,-115.020000
143,63,59,0.014050,362.000000,59.675560,57.768528,55.914347,57.821378,-304.178622
144,82,59,0.070450,362.000000,16.250667,12.675183,13.001939,16.577423,-345.422577
145,821,59,0.067980,160.000000,-75.926227,-70.443711,-68.916285,-74.398802,-85.601198
146,60,85,0.059300,362.000000,-35.769422,-38.817757,-42.509068,-39.460732,-322.539268
147,104,60,0.040910,464.000000,79.637742,74.203412,76.869592,82.303922,-381.696078
148,834,60,0.069210,160.000000,-45.110151,-47.793287,-53.690214,-51.007078,-108.992922
149,836,60,0.125830,100.000000,-70.297012,-65.227883,-65.688446,-70.757576,-29.242424
150,62,61,0.000100,876.000000,34.212601,55.063943,55.156534,34.305192,-841.694808
151,64,61,0.038430,464.000000,-77.726651,-67.632060,-68.400735,-78.495325,-385.504675
152,109,61,0.006200,464.000000,249.000000,248.800000,248.800000,249.000000,-215.000000
153,184,61,0.070660,274.000000,-205.485950,-236.231883,-235.555799,-204.809867,-69.190133
154,82,62,0.010950,464.000000,-214.787399,-193.736057,-193.643466,-214.694808,-249.305192
155,110,62,0.006200,464.000000,249.000000,248.800000,248.800000,249.000000,-215.000000
156,71,63,0.030790,362.000000,-199.309137,-202.714671,-204.337326,-200.931792,-161.068208
157,91,63,0.027690,394.000000,-118.916993,-118.819781,-119.004192,-119.101404,-274.898596
158,94,63,0.012600,464.000000,-181.753904,-177.514182,-178.435798,-182.675520,-281.324480
159,96,63,0.042360,362.000000,-52.974406,-48.338838,-47.464338,-52.099906,-309.900094
160,64,69,0.029750,464.000000,122.292073,124.597824,119.622916,117.317164,-346.682836
161,79,64,0.024380,362.000000,-170.015422,-166.578168,-170.387306,-173.824561,-188.175439
162,93,64,0.012600,464.000000,-155.119188,-145.350295,-147.720829,-157.489723,-306.510277
163,95,64,0.042360,362.000000,-44.929967,-38.661774,-38.225683,-44.493876,-317.506124
164,90,65,0.041320,394.000000,-40.427551,-43.052789,-44.760435,-42.135198,-351.864802
165,65,91,0.014460,394.000000,-53.817551,-59.120789,-60.828435,-55.525198,-338.474802
166,66,67,0.020940,500.000000,-152.253693,-149.223873,-145.498667,-148.528487,-351.471513
167,66,68,0.023550,457.000000,-63.681354,-59.495228,-68.744892,-72.931018,-384.068982
168,152,66,0.082850,464.000000,-215.935047,-208.719101,-214.243559,-221.459505,-242.540495
169,138,67,0.020560,866.000000,-684.992358,-664.194469,-676.706206,-697.504095,-168.495905
170,911,67,0.062690,250.000000,92.919311,85.437874,88.514094,95.995530,-154.004470
171,912,67,0.062690,250.000000,48.064195,42.119022,45.690633,51.635805,-198.364195
172,68,78,0.041530,464.000000,-25.812948,-26.702263,-36.387242,-35.497927,-428.502073
173,978,68,0.066940,160.000000,15.898264,13.316163,13.109643,15.691744,-144.308256
174,979,68,0.066530,160.000000,21.970141,19.476801,19.248008,21.741348,-138.258652
175,83,69,0.009920,464.000000,3.562434,-13.700191,-15.940630,1.321995,-462.678005
176,995,69,0.065500,160.000000,-116.840639,-108.870310,-100.021623,-107.991952,-52.008048
177,996,69,0.070450,160.000000,-9.013868,-2.027323,-3.660663,-10.647207,-149.352793
178,70,73,0.009710,457.000000,-136.414896,-143.563829,-139.516174,-132.367241,-324.632759
179,107,70,0.004130,457.000000,-136.414896,-143.563829,-139.516174,-132.367241,-324.632759
180,72,71,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
181,86,71,0.009710,362.000000,-103.497231,-102.598542,-103.961527,-104.860215,-257.139785
182,1059,71,0.069830,160.000000,-55.941906,-52.272129,-52.531799,-56.201577,-103.798423
183,1060,71,0.067770,160.000000,-39.870000,-47.844000,-47.844000,-39.870000,-120.130000
184,73,75,0.024440,330.000000,-0.270908,9.774088,20.163012,10.118015,-319.881985
185,87,73,0.028510,464.000000,57.686570,68.105325,80.704901,70.286146,-393.713854
186,74,76,0.024690,330.000000,-66.351382,-55.331492,-44.057649,-55.077540,-274.922460
187,74,108,0.005170,464.000000,-29.172588,-18.630210,-26.483353,-37.025731,-426.974269
188,76,75,0.000100,1593.000000,-80.518022,-98.579398,-94.867906,-76.806530,-1516.193470
189,76,105,0.027560,845.000000,132.439966,173.319027,160.302301,119.423240,-725.576760
190,84,77,0.026650,457.000000,125.650611,115.803066,119.356692,129.204237,-327.795763
191,85,77,0.013840,464.000000,10.246653,6.832349,-1.249225,2.165079,-461.834921
192,1095,77,0.066940,160.000000,-101.525640,-94.785471,-88.763176,-95.503344,-64.496656
193,1096,77,0.067360,160.000000,-34.371624,-27.849944,-29.344291,-35.865972,-124.134028
194,78,103,0.033680,464.000000,-130.026720,-130.273458,-139.231264,-138.984525,-325.015475
195,1106,78,0.068390,160.000000,-104.213772,-103.571195,-102.844022,-103.486598,-56.513402
196,88,79,0.023350,464.000000,-170.015422,-166.578168,-170.387306,-173.824561,-290.175439
197,81,80,0.000100,876.000000,-0.736372,-8.355378,-9.728084,-2.109078,-873.890922
198,80,96,0.087600,362.000000,-148.609945,-141.155660,-139.945216,-147.399500,-214.600500
199,1114,80,0.066940,160.000000,-80.400672,-85.519796,-85.590623,-80.471499,-79.528501
200,93,81,0.116740,362.000000,111.150269,104.337956,103.016196,109.828508,-252.171492
201,1115,81,0.066940,160.000000,-88.906640,-94.309334,-94.360280,-88.957586,-71.042414
202,1138,82,0.067560,160.000000,-98.177664,-89.340402,-89.183291,-98.020553,-61.979447
203,1139,82,0.067560,160.000000,-100.359068,-91.720473,-91.458237,-100.096832,-59.903168
204,84,83,0.000100,876.000000,-26.557441,-42.441787,-47.962964,-32.078619,-843.921381
205,103,83,0.021690,464.000000,-96.241892,-105.074975,-119.691404,-110.858321,-353.141679
206,1141,83,0.066530,160.000000,-82.648232,-71.995428,-54.098261,-64.751065,-95.248935
207,184,84,0.070870,274.000000,-111.854050,-144.576117,-145.252201,-112.530133,-161.469867
208,1192,84,0.068600,160.000000,1.737219,11.885396,10.593929,0.445752,-159.554248
209,86,85,0.000100,876.000000,27.107019,25.885787,22.114394,23.335627,-852.664373
210,1182,85,0.093600,160.000000,-91.100944,-88.247680,-88.866552,-91.719816,-68.280184
211,86,108,0.040500,464.000000,109.647993,113.059725,122.807675,119.395942,-344.604058
212,1184,86,0.092770,160.000000,-76.752219,-71.665030,-67.051458,-72.138647,-87.861353
213,88,87,0.000100,876.000000,20.092558,38.458384,47.355312,28.989486,-847.010514
214,94,87,0.035120,362.000000,175.366250,174.254583,178.599104,179.710771,-182.289229
215,1213,87,0.067150,160.000000,-126.682237,-131.299641,-131.941516,-127.324111,-32.675889
216,89,94,0.041530,464.000000,-41.196713,-37.130890,-36.223455,-40.289278,-423.710722
217,102,89,0.013430,362.000000,18.717384,19.696346,20.151728,19.172766,-342.827234
218,1217,89,0.065700,160.000000,-59.914097,-56.827236,-56.375183,-59.462044,-100.537956
219,104,90,0.031400,464.000000,-8.473379,-18.556975,-20.858930,-10.775334,-453.224666
220,1244,90,0.067560,160.000000,-31.954172,-24.495814,-23.901505,-31.359864,-128.640136
221,1343,91,0.067560,160.000000,-65.099442,-59.698992,-58.175756,-63.576206,-96.423794
222,100,92,0.010380,845.000000,64.309064,109.676738,108.845287,63.477612,-781.522388
223,92,106,0.010500,845.000000,-95.571351,-26.576871,-22.052433,-91.046912,-753.953088
224,1382,92,0.062690,250.000000,-58.181198,-42.729220,-37.106721,-52.558699,-197.441301
225,1384,92,0.062940,250.000000,-101.699216,-93.524389,-93.790999,-101.965826,-148.034174
226,94,93,0.000100,876.000000,-34.809059,-33.871291,-36.386762,-37.324530,-838.675470
227,1418,93,0.067360,160.000000,-119.169861,-115.153047,-116.329872,-120.346686,-39.653314
228,96,95,0.000100,876.000000,-86.459068,-80.425819,-79.794870,-85.828120,-790.171880
229,102,95,0.024590,362.000000,-61.580899,-59.967956,-60.162813,-61.775757,-300.224243
230,1426,96,0.066740,160.000000,9.176471,12.391004,12.686007,9.471475,-150.528525
231,1427,97,0.018180,125.000000,-78.910000,-78.910000,-78.910000,-78.910000,-46.090000
232,99,98,0.000100,1593.000000,159.800284,160.077670,155.595965,155.318578,-1437.681422
233,1502,98,0.059880,250.000000,-83.566829,-85.835391,-84.621331,-82.352770,-167.647230
234,101,99,0.035620,845.000000,66.054828,40.088266,28.051153,54.017716,-790.982284
235,101,100,0.000100,1593.000000,112.307441,139.106613,126.571192,99.772020,-1493.227980
236,1504,100,0.061190,250.000000,19.113391,20.308457,23.239300,22.044235,-227.955765
237,1505,101,0.062690,250.000000,-35.193179,-38.566651,-36.700931,-33.327459,-216.672541
238,1524,102,0.066940,160.000000,-42.863516,-40.271610,-40.011086,-42.602991,-117.397009
239,104,103,0.000100,876.000000,149.091152,170.086336,171.124593,150.129409,-725.870591
240,103,106,0.028750,400.000000,269.191385,306.529844,315.022131,277.683672,-122.316328
241,1536,103,0.068600,160.000000,11.975060,23.349990,25.145397,13.770468,-146.229532
242,1538,104,0.068180,160.000000,28.935515,41.148773,42.551256,30.337997,-129.662003
243,106,105,0.000100,1593.000000,-166.229966,-127.867027,-114.850301,-153.213240,-1439.786760
244,105,185,0.017630,1108.000000,362.430000,434.916000,434.916000,362.430000,-745.570000
245,106,180,0.014690,1108.000000,339.850000,407.820000,407.820000,339.850000,-768.150000
246,108,107,0.004960,464.000000,80.475405,94.429516,96.324322,82.370211,-381.629789
247,1552,107,0.067560,160.000000,-116.315569,-133.048709,-134.243981,-117.510842,-42.489158
248,1553,107,0.065500,160.000000,-100.574731,-104.944636,-101.596515,-97.226610,-62.773390
249,112,111,0.000100,876.000000,-5.172267,7.067870,14.360711,2.120574,-873.879426
250,123,111,0.031880,464.000000,-195.264687,-198.590586,-205.068319,-201.742420,-262.257580
251,124,111,0.032520,362.000000,-191.202704,-194.459400,-200.748151,-197.491454,-164.508546
252,1603,111,0.062500,160.000000,-35.691546,-37.553792,-37.377320,-35.515074,-124.484926
253,113,114,0.036540,304.000000,-70.212375,-69.068049,-67.016239,-68.160565,-235.839435
254,151,113,0.016550,304.000000,66.569274,64.747696,66.330927,68.152506,-235.847494
255,1623,113,0.068180,160.000000,-70.977859,-69.467033,-69.193854,-70.704679,-89.295321
256,1624,113,0.068180,160.000000,-65.803791,-64.348712,-64.153312,-65.608391,-94.391609
257,114,131,0.042310,464.000000,-162.109250,-158.788659,-156.131146,-159.451737,-304.548263
258,1647,114,0.066880,160.000000,-91.896875,-89.720609,-89.114907,-91.291173,-68.708827
259,116,115,0.000100,1593.000000,42.677952,37.501604,45.989116,51.165463,-1541.834537
260,133,115,0.026960,1385.000000,146.527702,147.488910,139.150293,138.189085,-1246.810915
261,1649,115,0.062060,250.000000,-189.205654,-184.990514,-185.139409,-189.354548,-60.645452
262,138,116,0.017330,1385.000000,219.608682,209.808235,219.304389,229.104836,-1155.895164
263,1650,116,0.062060,250.000000,-176.930730,-172.306631,-173.315274,-177.939373,-72.060627
264,140,117,0.080570,304.000000,224.205810,224.273663,224.551981,224.484127,-79.515873
265,143,117,0.025930,464.000000,-91.648508,-91.792656,-92.139473,-91.995325,-372.004675
266,1655,117,0.066880,160.000000,-132.557302,-132.481007,-132.412507,-132.488803,-27.511197
267,119,118,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
268,126,118,0.041300,464.000000,164.969017,164.969017,165.239830,165.239830,-298.760170
269,142,118,0.007210,464.000000,-58.713847,-58.713847,-58.851474,-58.851474,-405.148526
270,1680,118,0.066880,160.000000,-106.255171,-106.255171,-106.388356,-106.388356,-53.611644
271,125,120,0.077890,464.000000,44.421864,44.610866,47.134869,46.945868,-417.054132
272,130,120,0.076860,464.000000,85.945651,85.314103,82.584870,83.216418,-380.783582
273,1686,120,0.066530,160.000000,-59.791545,-59.570271,-59.628700,-59.849973,-100.150027
274,1687,120,0.066530,160.000000,-70.575970,-70.354697,-70.091039,-70.312313,-89.687687
275,122,121,0.000100,876.000000,0.000000,0.000000,0.000000,0.000000,-876.000000
276,151,121,0.044010,464.000000,67.887063,66.215658,64.394913,66.066318,-397.933682
277,1747,121,0.068180,160.000000,-21.797209,-20.954442,-19.929185,-20.771952,-139.228048
278,1748,121,0.068180,160.000000,-46.089855,-45.261216,-44.465728,-45.294366,-114.705634
279,124,123,0.000100,876.000000,71.263059,72.481842,92.481403,91.262620,-784.737380
280,140,123,0.003310,464.000000,-89.985543,-93.005613,-83.687365,-80.667295,-383.332705
281,144,123,0.096380,362.000000,-215.164500,-215.364080,-215.370882,-215.171301,-146.828699
282,1760,123,0.225210,80.000000,-9.904945,-9.942297,-9.516414,-9.479062,-70.520938
283,1762,123,0.068510,160.000000,-29.742925,-29.885872,-28.631285,-28.488338,-131.511662
284,1764,123,0.231610,80.000000,26.162918,26.118185,26.256223,26.300957,-53.699043
285,139,124,0.003310,304.000000,-84.761848,-87.928806,-79.276629,-76.109671,-227.890329
286,1761,124,0.231400,80.000000,-58.509240,-58.554541,-58.672573,-58.627272,-21.372728
287,1763,124,0.226240,80.000000,9.718768,9.672433,4.578354,4.624688,-75.375312
288,126,125,0.000100,876.000000,192.481076,192.481076,192.210757,192.210757,-683.789243
289,135,125,0.034650,464.000000,-188.832695,-188.832695,-189.287774,-189.287774,-274.712226
290,186,125,0.015910,464.000000,-16.060094,-16.060094,-16.060944,-16.060944,-447.939056
291,1775,125,0.061360,160.000000,-35.067293,-35.067293,-35.613959,-35.613959,-124.386041
292,126,127,0.030500,400.000000,-400.000000,-400.000356,-400.000000,-399.999643,-0.000357
293,186,126,0.015910,464.000000,-17.269906,-17.269906,-17.269056,-17.269056,-446.730944
294,128,127,0.000100,1593.000000,-158.793522,-158.902272,-162.424856,-162.316106,-1430.683894
295,157,127,0.034630,831.000000,-105.496478,-105.770252,-102.248024,-101.974250,-729.025750
296,145,128,0.043260,748.000000,-158.793522,-158.902272,-162.424856,-162.316106,-585.683894
297,143,129,0.052250,394.000000,22.999270,23.425416,25.514897,25.088750,-368.911250
298,129,148,0.053000,394.000000,-96.936347,-95.985638,-93.555916,-94.506625,-299.493375
299,1814,129,0.059300,160.000000,-119.935617,-119.411054,-119.070813,-119.595375,-40.404625
300,130,132,0.091360,381.000000,-242.481527,-240.046686,-236.762583,-239.197423,-141.802577
301,130,154,0.056960,381.000000,-35.644566,-35.781408,-35.298998,-35.162156,-345.837844
302,1822,130,0.059300,160.000000,-88.293157,-87.485877,-86.910099,-87.717379,-72.282621
303,1823,130,0.059300,160.000000,-103.887284,-103.028114,-102.566612,-103.425782,-56.574218
304,132,131,0.000100,876.000000,-476.640759,-473.303882,-459.297402,-462.634279,-413.365721
305,131,133,0.027560,330.000000,-79.537214,-79.061795,-83.263910,-83.739328,-246.260672
306,147,131,0.073350,464.000000,-226.446289,-223.656749,-220.208069,-222.997610,-241.002390
307,151,131,0.079550,394.000000,-104.622012,-102.709243,-100.023951,-101.936720,-292.063280
