busIdx,pdPreRT,pdRT_ISO,pdRT_Actual,deltaPdRT,noisePd
108,0.000000,0.000000,0.000000,0.000000,0.000000
109,1.000000,1.200000,1.000000,0.200000,0.000000
110,1.000000,1.200000,1.000000,0.200000,0.000000
111,26.490000,31.788000,26.490000,5.298000,0.000000
112,0.000000,0.000000,0.000000,0.000000,0.000000
113,0.000000,0.000000,0.000000,0.000000,0.000000
114,0.000000,0.000000,0.000000,0.000000,0.000000
115,0.000000,0.000000,0.000000,0.000000,0.000000
116,0.000000,0.000000,0.000000,0.000000,0.000000
117,0.000000,0.000000,0.000000,0.000000,0.000000
118,0.000000,0.000000,0.000000,0.000000,0.000000
119,0.000000,0.000000,0.000000,0.000000,0.000000
120,0.000000,0.000000,0.000000,0.000000,0.000000
121,0.000000,0.000000,0.000000,0.000000,0.000000
122,0.000000,0.000000,0.000000,0.000000,0.000000
123,5.500000,6.600000,5.500000,1.100000,0.000000
124,8.790000,10.548000,8.790000,1.758000,0.000000
125,35.700000,35.510998,35.700000,-0.189002,0.000000
126,25.280000,25.280357,25.280000,0.000357,0.000000
127,25.710000,25.327119,25.710000,-0.382881,0.000000
128,0.000000,0.000000,0.000000,0.000000,0.000000
129,0.000000,0.000000,0.000000,0.000000,0.000000
130,0.000000,0.000000,0.000000,0.000000,0.000000
131,68.670000,82.404000,68.670000,13.734000,0.000000
132,33.000000,39.600000,33.000000,6.600000,0.000000
133,0.000000,0.000000,0.000000,0.000000,0.000000
134,0.000000,0.000000,0.000000,0.000000,0.000000
135,0.000000,0.000000,0.000000,0.000000,0.000000
136,0.000000,0.000000,0.000000,0.000000,0.000000
137,0.000000,0.000000,0.000000,0.000000,0.000000
138,0.000000,0.000000,0.000000,0.000000,0.000000
139,33.200000,39.840000,33.200000,6.640000,0.000000
140,29.230000,30.079191,29.230000,0.849191,0.000000
141,0.000000,0.000000,0.000000,0.000000,0.000000
142,0.000000,0.000000,0.000000,0.000000,0.000000
143,0.000000,0.000000,0.000000,0.000000,0.000000
144,0.000000,0.000000,0.000000,0.000000,0.000000
145,0.000000,0.000000,0.000000,0.000000,0.000000
146,0.000000,0.000000,0.000000,0.000000,0.000000
147,0.000000,0.000000,0.000000,0.000000,0.000000
148,0.000000,0.000000,0.000000,0.000000,0.000000
149,0.000000,0.000000,0.000000,0.000000,0.000000
150,0.000000,0.000000,0.000000,0.000000,0.000000
151,0.000000,0.000000,0.000000,0.000000,0.000000
152,0.000000,0.000000,0.000000,0.000000,0.000000
153,0.000000,0.000000,0.000000,0.000000,0.000000
154,0.000000,0.000000,0.000000,0.000000,0.000000
155,0.000000,0.000000,0.000000,0.000000,0.000000
156,0.000000,0.000000,0.000000,0.000000,0.000000
157,0.000000,0.000000,0.000000,0.000000,0.000000
158,0.000000,0.000000,0.000000,0.000000,0.000000
159,0.000000,0.000000,0.000000,0.000000,0.000000
160,0.000000,0.000000,0.000000,0.000000,0.000000
161,0.000000,0.000000,0.000000,0.000000,0.000000
162,0.000000,0.000000,0.000000,0.000000,0.000000
163,0.000000,0.000000,0.000000,0.000000,0.000000
164,0.000000,0.000000,0.000000,0.000000,0.000000
165,0.000000,0.000000,0.000000,0.000000,0.000000
166,0.000000,0.000000,0.000000,0.000000,0.000000
167,0.000000,0.000000,0.000000,0.000000,0.000000
168,0.000000,0.000000,0.000000,0.000000,0.000000
169,0.000000,0.000000,0.000000,0.000000,0.000000
170,0.000000,0.000000,0.000000,0.000000,0.000000
171,0.000000,0.000000,0.000000,0.000000,0.000000
172,0.000000,0.000000,0.000000,0.000000,0.000000
173,0.000000,0.000000,0.000000,0.000000,0.000000
174,0.000000,0.000000,0.000000,0.000000,0.000000
175,0.000000,0.000000,0.000000,0.000000,0.000000
176,0.000000,0.000000,0.000000,0.000000,0.000000
177,0.000000,0.000000,0.000000,0.000000,0.000000
178,0.000000,0.000000,0.000000,0.000000,0.000000
179,0.000000,0.000000,0.000000,0.000000,0.000000
180,339.850000,407.820000,339.850000,67.970000,0.000000
181,0.000000,0.000000,0.000000,0.000000,0.000000
182,0.000000,0.000000,0.000000,0.000000,0.000000
183,150.000000,180.000000,150.000000,30.000000,0.000000
184,317.340000,380.808000,317.340000,63.468000,0.000000
185,362.430000,434.916000,362.430000,72.486000,0.000000
186,33.330000,33.330000,33.330000,0.000000,0.000000
187,7.120000,7.462412,7.120000,0.342412,0.000000
188,7.630000,7.630000,7.630000,0.000000,0.000000
189,9.770000,9.770000,9.770000,0.000000,0.000000
190,6.120000,4.896000,6.120000,-1.224000,0.000000
191,6.120000,4.896000,6.120000,-1.224000,0.000000
192,30.560000,32.613933,30.560000,2.053933,0.000000
193,15.280000,18.336000,15.280000,3.056000,0.000000
194,0.000000,0.000000,0.000000,0.000000,0.000000
195,8.140000,8.140000,8.140000,0.000000,0.000000
196,6.920000,6.920000,6.920000,0.000000,0.000000
197,6.920000,8.304000,6.920000,1.384000,0.000000
198,12.320000,14.784000,12.320000,2.464000,0.000000
199,1.430000,1.144000,1.430000,-0.286000,0.000000
200,1.080000,1.296000,1.080000,0.216000,0.000000
201,5.610000,5.610000,5.610000,0.000000,0.000000
202,18.340000,22.008000,18.340000,3.668000,0.000000
203,11.100000,12.573893,11.100000,1.473893,0.000000
204,0.000000,0.000000,0.000000,0.000000,0.000000
205,6.920000,5.536000,6.920000,-1.384000,0.000000
206,11.200000,13.440000,11.200000,2.240000,0.000000
207,7.320000,5.856000,7.320000,-1.464000,0.000000
208,7.320000,5.856000,7.320000,-1.464000,0.000000
209,9.360000,7.488000,9.360000,-1.872000,0.000000
210,15.180000,18.216000,15.180000,3.036000,0.000000
211,8.750000,7.000000,8.750000,-1.750000,0.000000
212,10.180000,9.944558,10.180000,-0.235442,0.000000
213,2.040000,2.040000,2.040000,0.000000,0.000000
214,12.020000,9.616000,12.020000,-2.404000,0.000000
215,6.920000,5.536000,6.920000,-1.384000,0.000000
216,8.850000,10.620000,8.850000,1.770000,0.000000
217,1.940000,1.940000,1.940000,0.000000,0.000000
218,12.220000,12.220000,12.220000,0.000000,0.000000
219,2.550000,2.623744,2.550000,0.073744,0.000000
220,2.550000,2.623744,2.550000,0.073744,0.000000
221,4.080000,4.080000,4.080000,0.000000,0.000000
222,6.530000,7.836000,6.530000,1.306000,0.000000
223,18.650000,14.920000,18.650000,-3.730000,0.000000
224,19.860000,19.264723,19.860000,-0.595277,0.000000
225,17.300000,17.300000,17.300000,0.000000,0.000000
226,24.440000,24.440000,24.440000,0.000000,0.000000
227,5.610000,5.610000,5.610000,0.000000,0.000000
228,11.400000,9.120000,11.400000,-2.280000,0.000000
229,11.000000,13.200000,11.000000,2.200000,0.000000
230,7.630000,7.630000,7.630000,0.000000,0.000000
231,7.940000,6.352000,7.940000,-1.588000,0.000000
232,7.940000,6.352000,7.940000,-1.588000,0.000000
233,1.840000,1.840000,1.840000,0.000000,0.000000
234,33.460000,26.768000,33.460000,-6.692000,0.000000
235,33.760000,27.008000,33.760000,-6.752000,0.000000
236,1.020000,1.224000,1.020000,0.204000,0.000000
237,13.950000,13.950000,13.950000,0.000000,0.000000
238,9.980000,11.976000,9.980000,1.996000,0.000000
239,15.280000,13.750255,15.280000,-1.529745,0.000000
240,11.200000,11.200000,11.200000,0.000000,0.000000
241,10.180000,10.180000,10.180000,0.000000,0.000000
242,1.220000,1.464000,1.220000,0.244000,0.000000
243,0.000000,0.000000,0.000000,0.000000,0.000000
244,1.020000,1.224000,1.020000,0.204000,0.000000
245,12.120000,9.696000,12.120000,-2.424000,0.000000
246,8.140000,6.512000,8.140000,-1.628000,0.000000
247,11.200000,13.440000,11.200000,2.240000,0.000000
248,3.060000,2.668877,3.060000,-0.391123,0.000000
249,9.160000,9.160000,9.160000,0.000000,0.000000
250,27.710000,26.165895,27.710000,-1.544105,0.000000
251,21.380000,17.104000,21.380000,-4.276000,0.000000
252,21.380000,17.104000,21.380000,-4.276000,0.000000
253,14.870000,12.732188,14.870000,-2.137812,0.000000
254,19.860000,15.888000,19.860000,-3.972000,0.000000
255,10.180000,10.180000,10.180000,0.000000,0.000000
256,5.610000,5.206235,5.610000,-0.403765,0.000000
257,7.120000,6.915213,7.120000,-0.204787,0.000000
258,4.080000,4.080000,4.080000,0.000000,0.000000
259,20.870000,20.870000,20.870000,0.000000,0.000000
260,10.690000,8.552000,10.690000,-2.138000,0.000000
261,7.940000,9.528000,7.940000,1.588000,0.000000
262,0.200000,0.240000,0.200000,0.040000,0.000000
263,5.300000,6.360000,5.300000,1.060000,0.000000
264,12.220000,12.220000,12.220000,0.000000,0.000000
265,12.220000,12.220000,12.220000,0.000000,0.000000
266,8.340000,10.008000,8.340000,1.668000,0.000000
267,10.380000,12.456000,10.380000,2.076000,0.000000
268,14.870000,11.896000,14.870000,-2.974000,0.000000
269,15.280000,18.336000,15.280000,3.056000,0.000000
270,3.670000,2.936000,3.670000,-0.734000,0.000000
271,3.670000,2.936000,3.670000,-0.734000,0.000000
272,9.260000,11.112000,9.260000,1.852000,0.000000
273,12.930000,10.344000,12.930000,-2.586000,0.000000
274,25.670000,20.536000,25.670000,-5.134000,0.000000
275,23.220000,27.864000,23.220000,4.644000,0.000000
276,14.260000,11.408000,14.260000,-2.852000,0.000000
277,52.140000,62.568000,52.140000,10.428000,0.000000
278,24.950000,20.194584,24.950000,-4.755416,0.000000
279,24.950000,19.960000,24.950000,-4.990000,0.000000
280,0.000000,0.000000,0.000000,0.000000,0.000000
281,30.660000,24.528000,30.660000,-6.132000,0.000000
282,13.140000,10.512000,13.140000,-2.628000,0.000000
283,17.020000,20.424000,17.020000,3.404000,0.000000
284,2.550000,2.550000,2.550000,0.000000,0.000000
285,8.140000,8.140000,8.140000,0.000000,0.000000
286,29.750000,29.750000,29.750000,0.000000,0.000000
287,12.220000,14.664000,12.220000,2.444000,0.000000
288,13.140000,10.512000,13.140000,-2.628000,0.000000
289,21.280000,17.024000,21.280000,-4.256000,0.000000
290,17.320000,17.320000,17.320000,0.000000,0.000000
291,16.810000,13.448000,16.810000,-3.362000,0.000000
292,17.320000,20.784000,17.320000,3.464000,0.000000
293,7.430000,8.916000,7.430000,1.486000,0.000000
294,15.280000,15.280000,15.280000,0.000000,0.000000
295,21.280000,21.710916,21.280000,0.430916,0.000000
296,17.630000,21.156000,17.630000,3.526000,0.000000
297,8.550000,10.260000,8.550000,1.710000,0.000000
298,7.020000,8.424000,7.020000,1.404000,0.000000
299,48.060000,38.448000,48.060000,-9.612000,0.000000
300,21.380000,17.104000,21.380000,-4.276000,0.000000
301,6.220000,7.464000,6.220000,1.244000,0.000000
302,6.120000,6.120000,6.120000,0.000000,0.000000
303,6.320000,5.997790,6.320000,-0.322210,0.000000
304,17.830000,14.264000,17.830000,-3.566000,0.000000
305,7.530000,9.036000,7.530000,1.506000,0.000000
306,21.380000,25.656000,21.380000,4.276000,0.000000
307,18.340000,18.340000,18.340000,0.000000,0.000000
308,5.100000,4.712529,5.100000,-0.387471,0.000000
309,0.000000,0.000000,0.000000,0.000000,0.000000
310,0.000000,0.000000,0.000000,0.000000,0.000000
311,32.400000,25.920000,32.400000,-6.480000,0.000000
312,0.000000,0.000000,0.000000,0.000000,0.000000
313,7.120000,7.120000,7.120000,0.000000,0.000000
314,7.730000,7.730000,7.730000,0.000000,0.000000
315,9.470000,9.470000,9.470000,0.000000,0.000000
316,16.200000,19.440000,16.200000,3.240000,0.000000
317,7.120000,7.120000,7.120000,0.000000,0.000000
318,6.120000,7.344000,6.120000,1.224000,0.000000
319,0.810000,0.648000,0.810000,-0.162000,0.000000
320,7.120000,7.120000,7.120000,0.000000,0.000000
321,0.000000,0.000000,0.000000,0.000000,0.000000
322,0.000000,0.000000,0.000000,0.000000,0.000000
323,9.980000,7.984000,9.980000,-1.996000,0.000000
324,11.200000,13.440000,11.200000,2.240000,0.000000
325,13.650000,13.722363,13.650000,0.072363,0.000000
326,6.620000,5.296000,6.620000,-1.324000,0.000000
327,4.080000,4.080000,4.080000,0.000000,0.000000
328,45.830000,54.996000,45.830000,9.166000,0.000000
329,45.830000,45.880567,45.830000,0.050567,0.000000
330,48.360000,58.032000,48.360000,9.672000,0.000000
331,48.360000,49.971787,48.360000,1.611787,0.000000
332,0.000000,0.000000,0.000000,0.000000,0.000000
333,9.470000,9.470000,9.470000,0.000000,0.000000
334,16.810000,14.864670,16.810000,-1.945330,0.000000
335,4.080000,4.080000,4.080000,0.000000,0.000000
336,0.000000,0.000000,0.000000,0.000000,0.000000
337,17.830000,17.830000,17.830000,0.000000,0.000000
338,2.550000,2.040000,2.550000,-0.510000,0.000000
339,3.980000,3.184000,3.980000,-0.796000,0.000000
340,11.200000,11.200000,11.200000,0.000000,0.000000
341,11.000000,11.000000,11.000000,0.000000,0.000000
342,16.300000,13.040000,16.300000,-3.260000,0.000000
343,1.020000,1.020000,1.020000,0.000000,0.000000
344,13.240000,13.240000,13.240000,0.000000,0.000000
345,17.730000,17.406103,17.730000,-0.323897,0.000000
346,18.340000,18.582896,18.340000,0.242896,0.000000
347,8.140000,8.382896,8.140000,0.242896,0.000000
348,2.040000,2.040000,2.040000,0.000000,0.000000
349,20.370000,24.444000,20.370000,4.074000,0.000000
350,19.670000,21.762488,19.670000,2.092488,0.000000
351,18.040000,14.432000,18.040000,-3.608000,0.000000
352,14.670000,17.604000,14.670000,2.934000,0.000000
353,10.180000,12.216000,10.180000,2.036000,0.000000
354,2.040000,1.632000,2.040000,-0.408000,0.000000
355,0.000000,0.000000,0.000000,0.000000,0.000000
356,2.960000,3.552000,2.960000,0.592000,0.000000
357,2.040000,2.040000,2.040000,0.000000,0.000000
358,6.920000,8.304000,6.920000,1.384000,0.000000
359,3.570000,3.312294,3.570000,-0.257706,0.000000
360,3.570000,2.856000,3.570000,-0.714000,0.000000
361,0.000000,0.000000,0.000000,0.000000,0.000000
362,0.000000,0.000000,0.000000,0.000000,0.000000
363,6.120000,7.344000,6.120000,1.224000,0.000000
364,2.550000,2.040000,2.550000,-0.510000,0.000000
365,33.610000,26.888000,33.610000,-6.722000,0.000000
366,34.620000,27.696000,34.620000,-6.924000,0.000000
367,12.020000,9.616000,12.020000,-2.404000,0.000000
368,10.180000,8.144000,10.180000,-2.036000,0.000000
369,11.200000,11.200000,11.200000,0.000000,0.000000
370,14.570000,11.656000,14.570000,-2.914000,0.000000
371,16.810000,16.810000,16.810000,0.000000,0.000000
372,12.830000,10.264000,12.830000,-2.566000,0.000000
373,2.240000,2.240000,2.240000,0.000000,0.000000
374,0.000000,0.000000,0.000000,0.000000,0.000000
375,0.000000,0.000000,0.000000,0.000000,0.000000
376,25.160000,20.128000,25.160000,-5.032000,0.000000
377,9.160000,9.160000,9.160000,0.000000,0.000000
378,9.570000,11.484000,9.570000,1.914000,0.000000
379,24.950000,24.950000,24.950000,0.000000,0.000000
380,7.630000,9.156000,7.630000,1.526000,0.000000
381,10.380000,10.380000,10.380000,0.000000,0.000000
382,8.140000,9.768000,8.140000,1.628000,0.000000
383,22.400000,17.920000,22.400000,-4.480000,0.000000
384,14.260000,17.112000,14.260000,2.852000,0.000000
385,21.890000,26.268000,21.890000,4.378000,0.000000
386,12.730000,12.730000,12.730000,0.000000,0.000000
387,14.870000,14.870000,14.870000,0.000000,0.000000
388,17.830000,17.563040,17.830000,-0.266960,0.000000
389,11.200000,13.440000,11.200000,2.240000,0.000000
390,12.020000,9.616000,12.020000,-2.404000,0.000000
391,5.200000,6.240000,5.200000,1.040000,0.000000
392,11.400000,9.120000,11.400000,-2.280000,0.000000
393,8.750000,9.443559,8.750000,0.693559,0.000000
394,11.710000,9.368000,11.710000,-2.342000,0.000000
395,23.420000,28.104000,23.420000,4.684000,0.000000
396,9.060000,7.248000,9.060000,-1.812000,0.000000
397,4.180000,4.180000,4.180000,0.000000,0.000000
398,9.160000,9.160000,9.160000,0.000000,0.000000
399,9.260000,11.112000,9.260000,1.852000,0.000000
400,9.160000,7.328000,9.160000,-1.832000,0.000000
401,12.220000,12.220000,12.220000,0.000000,0.000000
402,4.280000,3.424000,4.280000,-0.856000,0.000000
403,4.080000,3.264000,4.080000,-0.816000,0.000000
404,12.020000,9.616000,12.020000,-2.404000,0.000000
405,5.410000,4.328000,5.410000,-1.082000,0.000000
406,9.060000,10.872000,9.060000,1.812000,0.000000
407,20.110000,16.088000,20.110000,-4.022000,0.000000
408,8.850000,10.620000,8.850000,1.770000,0.000000
409,7.120000,5.696000,7.120000,-1.424000,0.000000
410,9.470000,11.364000,9.470000,1.894000,0.000000
411,18.850000,15.080000,18.850000,-3.770000,0.000000
412,7.630000,6.104000,7.630000,-1.526000,0.000000
413,20.770000,16.616000,20.770000,-4.154000,0.000000
414,5.100000,5.100000,5.100000,0.000000,0.000000
415,5.920000,5.920000,5.920000,0.000000,0.000000
416,20.870000,16.696000,20.870000,-4.174000,0.000000
417,2.650000,3.180000,2.650000,0.530000,0.000000
418,13.750000,13.750000,13.750000,0.000000,0.000000
419,14.770000,11.816000,14.770000,-2.954000,0.000000
420,22.300000,26.760000,22.300000,4.460000,0.000000
421,14.260000,14.260000,14.260000,0.000000,0.000000
422,14.260000,14.260000,14.260000,0.000000,0.000000
423,18.340000,22.008000,18.340000,3.668000,0.000000
424,12.630000,10.104000,12.630000,-2.526000,0.000000
425,33.920000,27.136000,33.920000,-6.784000,0.000000
426,16.810000,20.172000,16.810000,3.362000,0.000000
427,18.040000,21.648000,18.040000,3.608000,0.000000
428,17.830000,21.396000,17.830000,3.566000,0.000000
429,12.320000,14.784000,12.320000,2.464000,0.000000
430,6.530000,5.224000,6.530000,-1.306000,0.000000
431,6.220000,7.464000,6.220000,1.244000,0.000000
432,3.370000,3.777035,3.370000,0.407035,0.000000
433,5.200000,4.160000,5.200000,-1.040000,0.000000
434,20.370000,20.370000,20.370000,0.000000,0.000000
435,0.610000,0.732000,0.610000,0.122000,0.000000
436,0.510000,0.510000,0.510000,0.000000,0.000000
437,10.180000,10.180000,10.180000,0.000000,0.000000
438,6.220000,4.976000,6.220000,-1.244000,0.000000
439,2.650000,2.120000,2.650000,-0.530000,0.000000
440,15.790000,12.632000,15.790000,-3.158000,0.000000
441,16.610000,13.288000,16.610000,-3.322000,0.000000
442,4.900000,3.920000,4.900000,-0.980000,0.000000
443,13.750000,13.750000,13.750000,0.000000,0.000000
444,16.100000,12.880000,16.100000,-3.220000,0.000000
445,14.770000,11.816000,14.770000,-2.954000,0.000000
446,14.980000,11.984000,14.980000,-2.996000,0.000000
447,4.080000,4.896000,4.080000,0.816000,0.000000
448,4.790000,5.748000,4.790000,0.958000,0.000000
449,0.000000,0.000000,0.000000,0.000000,0.000000
450,0.000000,0.000000,0.000000,0.000000,0.000000
451,9.160000,7.328000,9.160000,-1.832000,0.000000
452,4.080000,3.264000,4.080000,-0.816000,0.000000
453,9.160000,7.328000,9.160000,-1.832000,0.000000
454,21.380000,17.104000,21.380000,-4.276000,0.000000
455,30.560000,24.448000,30.560000,-6.112000,0.000000
456,27.500000,33.000000,27.500000,5.500000,0.000000
457,28.520000,28.520000,28.520000,0.000000,0.000000
458,7.120000,7.120000,7.120000,0.000000,0.000000
459,7.120000,7.120000,7.120000,0.000000,0.000000
460,10.790000,12.948000,10.790000,2.158000,0.000000
461,21.380000,25.290328,21.380000,3.910328,0.000000
462,39.720000,39.720000,39.720000,0.000000,0.000000
463,27.500000,32.124007,27.500000,4.624007,0.000000
464,21.380000,25.656000,21.380000,4.276000,0.000000
465,23.420000,27.852869,23.420000,4.432869,0.000000
466,7.120000,7.120000,7.120000,0.000000,0.000000
467,61.090000,64.902725,61.090000,3.812725,0.000000
468,30.560000,30.560000,30.560000,0.000000,0.000000
469,7.630000,9.156000,7.630000,1.526000,0.000000
470,0.000000,0.000000,0.000000,0.000000,0.000000
471,20.170000,16.136000,20.170000,-4.034000,0.000000
472,3.570000,2.856000,3.570000,-0.714000,0.000000
473,4.080000,4.080000,4.080000,0.000000,0.000000
474,4.080000,4.080000,4.080000,0.000000,0.000000
475,22.400000,17.920000,22.400000,-4.480000,0.000000
476,9.160000,9.160000,9.160000,0.000000,0.000000
477,9.160000,10.992000,9.160000,1.832000,0.000000
478,24.440000,29.328000,24.440000,4.888000,0.000000
479,15.280000,12.224000,15.280000,-3.056000,0.000000
480,10.180000,8.144000,10.180000,-2.036000,0.000000
481,18.850000,18.850000,18.850000,0.000000,0.000000
482,31.070000,37.284000,31.070000,6.214000,0.000000
483,36.660000,29.328000,36.660000,-7.332000,0.000000
484,14.260000,11.408000,14.260000,-2.852000,0.000000
485,46.840000,43.369712,46.840000,-3.470288,0.000000
486,11.200000,13.440000,11.200000,2.240000,0.000000
487,12.830000,12.830000,12.830000,0.000000,0.000000
488,2.000000,1.600000,2.000000,-0.400000,0.000000
489,22.400000,26.880000,22.400000,4.480000,0.000000
490,18.340000,22.008000,18.340000,3.668000,0.000000
491,36.660000,43.992000,36.660000,7.332000,0.000000
492,10.180000,12.216000,10.180000,2.036000,0.000000
493,44.810000,53.772000,44.810000,8.962000,0.000000
494,38.700000,35.779546,38.700000,-2.920454,0.000000
495,11.200000,13.440000,11.200000,2.240000,0.000000
496,12.220000,14.664000,12.220000,2.444000,0.000000
497,24.440000,19.552000,24.440000,-4.888000,0.000000
498,24.440000,29.328000,24.440000,4.888000,0.000000
499,21.420000,17.136000,21.420000,-4.284000,0.000000
500,5.100000,6.120000,5.100000,1.020000,0.000000
501,52.950000,63.540000,52.950000,10.590000,0.000000
502,40.740000,32.592000,40.740000,-8.148000,0.000000
503,18.340000,18.340000,18.340000,0.000000,0.000000
504,26.480000,21.184000,26.480000,-5.296000,0.000000
505,27.500000,33.000000,27.500000,5.500000,0.000000
506,17.320000,13.856000,17.320000,-3.464000,0.000000
507,27.500000,26.243435,27.500000,-1.256565,0.000000
508,31.580000,31.147873,31.580000,-0.432127,0.000000
509,16.400000,16.400000,16.400000,0.000000,0.000000
510,5.610000,5.610000,5.610000,0.000000,0.000000
