brcIdx,frmBusIdx,toBusIdx,x,rateA,pkPreRT,pkRT_ISO,pkPostRTSCED,pkPostRTACtual,pkPostRTVio
59,36,37,0.048000,450.000000,111.586622,88.337045,62.695396,85.944973,-364.055027
60,36,47,0.097000,450.000000,-313.511140,-279.049345,-328.593717,-363.055512,-86.944488
61,37,47,0.087000,450.000000,-411.112986,-359.862563,-400.954604,-452.205027,2.205027
62,38,40,0.059000,315.000000,-315.000000,-252.831084,-315.000000,-377.168916,62.168916
63,39,40,0.017000,450.000000,42.912902,-22.115305,-17.783940,47.244266,-402.755734
64,39,45,0.049000,450.000000,-231.710166,-221.277477,-222.669285,-233.101974,-216.898026
65,39,45,0.049000,450.000000,-231.710166,-221.277477,-222.669285,-233.101974,-216.898026
66,39,48,0.052000,450.000000,228.490377,188.593810,210.964763,250.861329,-199.138671
67,40,41,0.026000,450.000000,-326.946032,-261.533437,-269.488932,-334.901527,-115.098473
68,40,43,0.023000,450.000000,42.818685,-35.453200,-18.295008,59.976877,-390.023123
69,41,42,0.014000,450.000000,-164.951550,-152.031101,-149.623273,-162.543722,-287.456278
70,41,46,0.105000,450.000000,-138.628118,-139.113945,-138.738157,-138.252329,-311.747671
71,42,45,0.026000,450.000000,-48.975775,-59.165550,-57.961636,-47.771861,-402.228139
72,42,45,0.026000,450.000000,-48.975775,-59.165550,-57.961636,-47.771861,-402.228139
73,43,44,0.040000,450.000000,-16.140658,-59.031600,-50.452504,-7.561561,-442.438439
74,43,44,0.040000,450.000000,-16.140658,-59.031600,-50.452504,-7.561561,-442.438439
75,44,47,0.022000,450.000000,-42.690658,-82.926600,-74.347504,-34.111561,-415.888439
76,44,47,0.022000,450.000000,-42.690658,-82.926600,-74.347504,-34.111561,-415.888439
77,45,46,0.068000,450.000000,-161.371882,-160.886055,-161.261843,-161.747671,-288.252329
78,49,50,0.014000,157.500000,15.746088,18.647928,18.336183,15.434343,-142.065657
79,49,51,0.211002,157.500000,-14.359791,-13.945653,-13.297278,-13.711416,-143.788584
80,49,53,0.085000,157.500000,74.213703,81.697725,81.361095,73.877074,-83.622926
81,50,52,0.127000,157.500000,44.375848,48.466592,48.367781,44.277037,-113.222963
82,50,54,0.192001,157.500000,57.970240,66.481337,66.268403,57.757306,-99.742694
83,51,57,0.118999,157.500000,48.783598,62.798813,61.420672,47.405457,-110.094543
84,51,72,0.084000,360.000000,-243.143389,-238.744466,-236.717950,-241.116874,-118.883126
85,52,57,0.104000,157.500000,-29.624152,-18.133408,-18.232219,-29.722963,-127.777037
86,53,58,0.088000,157.500000,3.213703,17.797725,17.461095,2.877074,-154.622926
87,54,58,0.061000,157.500000,-78.029760,-74.017091,-74.230025,-78.242694,-79.257306
88,55,56,0.061000,157.500000,157.500000,145.000000,157.500000,170.000000,12.500000
89,56,57,0.165000,157.500000,-18.312693,-33.610733,-27.266651,-11.968611,-145.531389
90,56,58,0.165000,157.500000,4.812693,-9.489267,-3.333349,10.968611,-146.531389
91,57,59,0.084000,360.000000,-94.587471,-97.486417,-97.813980,-94.915034,-265.084966
92,57,60,0.084000,360.000000,-79.565776,-48.958912,-43.764219,-74.371083,-285.628917
93,58,59,0.084000,360.000000,-140.012529,-144.868069,-144.826020,-139.970480,-220.029520
94,58,60,0.084000,360.000000,-124.990834,-96.340564,-90.776259,-119.426530,-240.573470
95,59,62,0.042000,450.000000,-234.600000,-242.354487,-242.640000,-234.885513,-215.114487
96,60,61,0.048000,450.000000,104.540070,157.253126,156.940089,104.227033,-345.772967
97,60,71,0.097000,450.000000,-309.096680,-302.552601,-291.480567,-298.024646,-151.975354
98,61,71,0.087000,450.000000,-402.303333,-424.090277,-411.572860,-389.785915,-60.214085
99,62,64,0.059000,315.000000,-315.000000,-314.714487,-315.000000,-315.285513,0.285513
100,63,64,0.017000,450.000000,146.420914,176.844226,147.670396,117.247084,-332.752916
101,63,69,0.049000,450.000000,-176.982152,-183.424346,-167.824173,-161.381979,-288.618021
102,63,69,0.049000,450.000000,-176.982152,-183.424346,-167.824173,-161.381979,-288.618021
103,63,72,0.052000,450.000000,243.143389,238.744466,236.717950,241.116874,-208.883126
104,64,65,0.026000,450.000000,-263.030256,-288.686201,-246.408325,-220.752380,-229.247620
105,64,67,0.023000,450.000000,48.701169,115.065940,144.078721,77.713951,-372.286049
106,65,66,0.014000,450.000000,-120.125947,-144.823463,-103.477013,-78.779497,-371.220503
107,65,70,0.105000,450.000000,-142.904308,-143.862738,-142.931312,-141.972883,-308.027117
108,66,69,0.026000,450.000000,-101.565694,-94.644286,-110.710171,-117.631580,-332.368420
109,66,69,0.026000,450.000000,-101.565694,-94.644286,-110.710171,-117.631580,-332.368420
110,67,68,0.040000,450.000000,-13.199415,23.737970,38.244360,1.306975,-448.693025
111,67,68,0.040000,450.000000,-13.199415,23.737970,38.244360,1.306975,-448.693025
112,68,71,0.022000,450.000000,-39.749415,-5.467030,9.039360,-25.243025,-424.756975
113,68,71,0.022000,450.000000,-39.749415,-5.467030,9.039360,-25.243025,-424.756975
114,69,70,0.068000,450.000000,-157.095692,-156.137262,-157.068688,-158.027117,-291.972883
115,73,21,0.097000,450.000000,-130.898844,-77.576939,-24.974705,-78.296610,-371.703390
116,66,47,0.104000,450.000000,150.005441,144.765108,218.243329,223.483662,-226.516338
117,71,73,0.009000,649.800000,-130.898844,-77.576939,-24.974705,-78.296610,-571.503390
